celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry,celebrity_age,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,raw_total_score,judge_variance,is_active,row_judge_count,week_valid_judge_count,max_possible_score,normalized_score,is_eliminated,elimination_week,final_rank,is_eliminated_this_week,industry_category,is_athlete,is_actor,is_singer,is_model,is_reality,partner_avg_rank,partner_seasons_count,weeks_survived,score_improvement,prev_avg_score,score_consistency,score_z_score,contestants_remaining,season_progress,age_group,is_us_celebrity,voting_scheme,judge_rank,judge_share,judge_contribution
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,6,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,4.0,8,False,Entertainment,0,1,0,0,0,8.444444444444445,2,6,0.0,0.8083333333333333,0.06871842709362772,,5,0.6,40-50,True,percentage_based,6.0,0.0,0.0
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,7,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,4.0,8,False,Entertainment,0,1,0,0,0,8.444444444444445,2,7,0.0,0.8083333333333333,0.06871842709362772,,5,0.7,40-50,True,percentage_based,6.0,0.0,0.0
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,8,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,4.0,8,False,Entertainment,0,1,0,0,0,8.444444444444445,2,8,0.0,0.8083333333333333,0.06871842709362772,,4,0.8,40-50,True,percentage_based,5.0,0.0,0.0
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,9,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,4.0,8,False,Entertainment,0,1,0,0,0,8.444444444444445,2,9,0.0,0.8083333333333333,0.06871842709362772,0.0,3,0.9,40-50,True,percentage_based,4.0,0.0,0.0
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,10,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,4.0,8,False,Entertainment,0,1,0,0,0,8.444444444444445,2,10,0.0,0.8083333333333333,0.06871842709362772,0.0,2,1.0,40-50,True,percentage_based,3.0,0.0,0.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,1,7.0,7.0,8.0,,22.0,0.5773502691896258,True,3,3,30,0.7333333333333333,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,1,0.0,,0.0,0.6534722650110985,11,0.1,20-30,True,percentage_based,3.0,0.10377358490566038,0.10377358490566038
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,2,7.0,8.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,2,0.03333333333333344,0.7333333333333333,0.0,1.1461618347946873e-15,10,0.2,20-30,True,percentage_based,5.0,0.1,0.1
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,3,7.0,7.0,8.0,,22.0,0.5773502691896258,True,3,3,30,0.7333333333333333,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,3,-0.03333333333333344,0.75,0.023570226039551657,-0.36514837167011177,9,0.3,20-30,True,percentage_based,4.0,0.10628019323671498,0.10628019323671498
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,4,9.0,9.0,10.0,,28.0,0.5773502691896257,True,3,3,30,0.9333333333333333,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,4,0.20000000000000007,0.7444444444444445,0.019245008972987594,1.0624579021745417,8,0.4,20-30,True,percentage_based,2.0,0.1414141414141414,0.1414141414141414
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,5,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,True,5.0,7,True,Music,0,0,0,0,0,5.9941176470588236,17,5,-0.033333333333333326,0.7916666666666666,0.0957427107756338,0.7807200583588284,7,0.5,20-30,True,percentage_based,1.0,0.14917127071823205,0.14917127071823205
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,6,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,6,0.0,0.8133333333333332,0.09603240193925287,,5,0.6,20-30,True,percentage_based,6.0,0.0,0.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,7,0.0,0.8133333333333332,0.09603240193925287,,5,0.7,20-30,True,percentage_based,6.0,0.0,0.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,8,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,8,0.0,0.8133333333333332,0.09603240193925287,,4,0.8,20-30,True,percentage_based,5.0,0.0,0.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,9,0.0,0.8133333333333332,0.09603240193925287,0.0,3,0.9,20-30,True,percentage_based,4.0,0.0,0.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,10,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,7,False,Music,0,0,0,0,0,5.9941176470588236,17,10,0.0,0.8133333333333332,0.09603240193925287,0.0,2,1.0,20-30,True,percentage_based,3.0,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,1,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,1,0.0,,0.0,0.6725875846772356,11,0.1,20-30,True,percentage_based,3.0,0.10194174757281553,0.10194174757281553
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,2,8.0,9.0,9.0,,26.0,0.5773502691896257,True,3,3,30,0.8666666666666667,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,2,0.16666666666666674,0.7,0.0,1.3873219667848207,11,0.2,20-30,True,percentage_based,2.0,0.10612244897959183,0.10612244897959183
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,3,7.0,8.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,3,-0.09999999999999998,0.7833333333333333,0.11785113019775798,0.46631498413575484,10,0.3,20-30,True,percentage_based,5.0,0.10550458715596331,0.10550458715596331
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,4,9.0,8.0,9.0,,26.0,0.5773502691896257,True,3,3,30,0.8666666666666667,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,4,0.09999999999999998,0.7777777777777778,0.08388704928078615,1.0516509510937095,9,0.4,20-30,True,percentage_based,2.0,0.1368421052631579,0.1368421052631579
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,5,10.0,10.0,10.0,,30.0,0.0,True,3,3,30,1.0,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,5,0.1333333333333333,0.8,0.08164965809277262,1.3777899276543437,8,0.5,20-30,True,percentage_based,1.0,0.17045454545454544,0.17045454545454544
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,6,9.0,9.0,10.0,,28.0,0.5773502691896257,True,3,3,30,0.9333333333333333,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,6,-0.06666666666666665,0.8400000000000001,0.11401754250991379,1.0475698532329953,7,0.6,20-30,True,percentage_based,1.0,0.16470588235294117,0.16470588235294117
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7,9.0,8.5,9.5,,27.0,0.5,True,3,3,30,0.9,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,7,-0.033333333333333326,0.8555555555555556,0.10886621079036345,0.29902081496535715,6,0.7,20-30,True,percentage_based,3.0,0.17475728155339806,0.17475728155339806
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8,10.0,9.0,10.0,,29.0,0.5773502691896257,True,3,3,30,0.9666666666666667,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,8,0.06666666666666665,0.8619047619047618,0.10079052613579391,0.9850557995513073,5,0.8,20-30,True,percentage_based,1.0,0.23107569721115537,0.23107569721115537
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9,10.0,9.5,10.0,,29.5,0.2886751345948129,True,3,3,30,0.9833333333333333,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,9,0.016666666666666607,0.875,0.10039604115384768,-0.26111648393355275,4,0.9,20-30,True,percentage_based,3.0,0.2489451476793249,0.2489451476793249
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10,9.6666,9.6666,10.0,,29.3332,0.1924885797478208,True,3,3,30,0.9777733333333334,False,,1,False,Sports,0,0,0,0,0,4.235294117647059,5,10,-0.005559999999999898,0.8870370370370371,0.10061539042374905,1.091103478621191,3,1.0,20-30,True,percentage_based,1.0,0.33976850076853665,0.33976850076853665
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,1,5.0,4.0,4.0,,13.0,0.5773502691896258,True,3,3,30,0.43333333333333335,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,1,0.0,,0.0,-1.6949207133866317,11,0.1,40-50,True,percentage_based,11.0,0.06310679611650485,0.06310679611650485
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,2,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,2,0.2666666666666666,0.43333333333333335,0.0,-0.47371969597530345,11,0.2,40-50,True,percentage_based,6.0,0.08571428571428572,0.08571428571428572
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,3,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,3,0.0,0.5666666666666667,0.18856180831641264,-0.3108766560905058,10,0.3,40-50,True,percentage_based,6.0,0.0963302752293578,0.0963302752293578
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,4,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,4,0.0,0.611111111111111,0.15396007178390017,-0.02390115797940288,9,0.4,40-50,True,percentage_based,5.0,0.11052631578947368,0.11052631578947368
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5,6.0,6.0,5.0,,17.0,0.5773502691896258,True,3,3,30,0.5666666666666667,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,5,-0.1333333333333333,0.6333333333333333,0.1333333333333333,-0.8611187047839653,8,0.5,40-50,True,percentage_based,7.0,0.09659090909090909,0.09659090909090909
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,6,0.1333333333333333,0.6199999999999999,0.11925695879998877,-0.9266964086291868,7,0.6,40-50,True,percentage_based,6.0,0.12352941176470589,0.12352941176470589
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7,6.0,6.5,6.5,,19.0,0.28867513459481287,True,3,3,30,0.6333333333333333,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,7,-0.06666666666666665,0.6333333333333333,0.11155467020454339,-1.6147124008129308,6,0.7,40-50,True,percentage_based,6.0,0.12297734627831715,0.12297734627831715
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,6.5,6.5,6.0,,19.0,0.28867513459481287,True,3,3,30,0.6333333333333333,True,8.0,5,True,Music,0,0,0,0,0,6.711956521739131,18,8,0.0,0.6333333333333334,0.10183501544346309,-1.5407283018623013,5,0.8,40-50,True,percentage_based,5.0,0.15139442231075698,0.15139442231075698
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,9,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,9,0.0,0.6333333333333333,0.09428090415820632,,4,0.9,40-50,True,percentage_based,5.0,0.0,0.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,10,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,8.0,5,False,Music,0,0,0,0,0,6.711956521739131,18,10,0.0,0.6333333333333333,0.09428090415820632,,3,1.0,40-50,True,percentage_based,4.0,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,1,6.0,5.0,5.0,,16.0,0.5773502691896258,True,3,3,30,0.5333333333333333,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,1,0.0,,0.0,-0.8071051016126815,11,0.1,40-50,True,percentage_based,9.0,0.07766990291262135,0.07766990291262135
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,2,6.0,6.0,6.0,,18.0,0.0,True,3,3,30,0.6,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,2,0.06666666666666665,0.5333333333333333,0.0,-1.5903446936313772,11,0.2,40-50,True,percentage_based,11.0,0.07346938775510205,0.07346938775510205
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,3,6.0,5.0,5.0,,16.0,0.5773502691896258,True,3,3,30,0.5333333333333333,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,3,-0.06666666666666665,0.5666666666666667,0.04714045207910316,-2.2538557566561543,10,0.3,40-50,True,percentage_based,10.0,0.07339449541284404,0.07339449541284404
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,4,6.0,4.0,5.0,,15.0,1.0,True,3,3,30,0.5,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,4,-0.033333333333333326,0.5555555555555555,0.03849001794597505,-1.3145636888671368,9,0.4,40-50,True,percentage_based,9.0,0.07894736842105263,0.07894736842105263
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5,4.0,5.0,4.0,,13.0,0.5773502691896258,True,3,3,30,0.43333333333333335,True,5.0,8,True,Sports,0,0,0,0,0,9.5,2,5,-0.06666666666666665,0.5416666666666666,0.041943524640393075,-1.5500136686111372,8,0.5,40-50,True,percentage_based,8.0,0.07386363636363637,0.07386363636363637
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,6,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,6,0.0,0.52,0.060553007081949856,,7,0.6,40-50,True,percentage_based,8.0,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,7,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,7,0.0,0.52,0.060553007081949856,,6,0.7,40-50,True,percentage_based,7.0,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,8,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,8,0.0,0.52,0.060553007081949856,,5,0.8,40-50,True,percentage_based,6.0,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,9,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,9,0.0,0.52,0.060553007081949856,,4,0.9,40-50,True,percentage_based,5.0,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,10,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,5.0,8,False,Sports,0,0,0,0,0,9.5,2,10,0.0,0.52,0.060553007081949856,,3,1.0,40-50,True,percentage_based,4.0,0.0,0.0
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,1,6.0,6.0,6.0,,18.0,0.0,True,3,3,30,0.6,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,1,0.0,,0.0,-0.21522802709671468,11,0.1,30-40,False,percentage_based,7.0,0.08737864077669903,0.08737864077669903
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,2,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,2,0.20000000000000007,0.6,0.0,0.6429053016807715,11,0.2,30-40,False,percentage_based,3.0,0.09795918367346938,0.09795918367346938
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,3,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,3,0.0,0.7,0.1414213562373096,0.8549108042488844,10,0.3,30-40,False,percentage_based,1.0,0.11009174311926606,0.11009174311926606
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,4,7.0,8.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,4,-0.033333333333333326,0.7333333333333334,0.11547005383792525,0.4063196856498425,9,0.4,30-40,False,percentage_based,4.0,0.12105263157894737,0.12105263157894737
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,5,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,5,-0.06666666666666676,0.7416666666666667,0.09574271077563389,-0.17222374095679355,8,0.5,30-40,False,percentage_based,5.0,0.11931818181818182,0.11931818181818182
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,6,7.0,8.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,True,6.0,7,True,Fashion,0,0,0,0,0,9.092307692307692,7,6,0.06666666666666676,0.7333333333333334,0.08498365855987981,-0.3626203338114198,7,0.6,30-40,False,percentage_based,5.0,0.13529411764705881,0.13529411764705881
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,7,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,7,0.0,0.7388888888888889,0.07722022379508475,,6,0.7,30-40,False,percentage_based,7.0,0.0,0.0
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,8,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,8,0.0,0.7388888888888889,0.07722022379508475,,5,0.8,30-40,False,percentage_based,6.0,0.0,0.0
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,9,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,9,0.0,0.7388888888888889,0.07722022379508475,,4,0.9,30-40,False,percentage_based,5.0,0.0,0.0
Heather Mills,Jonathan Roberts,Model,-1,England,39,4,Eliminated Week 6,7,10,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,6.0,7,False,Fashion,0,0,0,0,0,9.092307692307692,7,10,0.0,0.7388888888888889,0.07722022379508475,,3,1.0,30-40,False,percentage_based,4.0,0.0,0.0
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,1,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,1,0.0,,0.0,0.6725875846772356,11,0.1,40-50,True,percentage_based,3.0,0.10194174757281553,0.10194174757281553
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,2,7.0,8.0,7.0,,22.0,0.5773502691896258,True,3,3,30,0.7333333333333333,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,2,0.033333333333333326,0.7,0.0,-0.10151136342327886,11,0.2,40-50,True,percentage_based,5.0,0.08979591836734693,0.08979591836734693
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,3,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,3,0.06666666666666676,0.7166666666666666,0.02357022603955162,0.8549108042488844,10,0.3,40-50,True,percentage_based,1.0,0.11009174311926606,0.11009174311926606
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,4,7.0,9.0,8.0,,24.0,1.0,True,3,3,30,0.8,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,4,0.0,0.7444444444444445,0.05091750772173166,0.6214301074644648,9,0.4,40-50,True,percentage_based,3.0,0.12631578947368421,0.12631578947368421
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,5,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,5,0.0,0.7583333333333333,0.05000000000000011,0.34444748191358593,8,0.5,40-50,True,percentage_based,4.0,0.13636363636363635,0.13636363636363635
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,6,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,6,0.0,0.7666666666666667,0.04714045207910327,-0.0805822964025368,7,0.6,40-50,True,percentage_based,4.0,0.1411764705882353,0.1411764705882353
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,7,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,7,0.09999999999999998,0.7722222222222223,0.044305337860837624,0.29902081496535715,6,0.7,40-50,True,percentage_based,3.0,0.17475728155339806,0.17475728155339806
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,8,8.0,7.5,8.0,,23.5,0.28867513459481287,True,3,3,30,0.7833333333333333,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,8,-0.1166666666666667,0.7904761904761904,0.06299407883487129,-0.4041254562261774,5,0.8,40-50,True,percentage_based,4.0,0.18725099601593626,0.18725099601593626
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,9.5,10.0,9.5,,29.0,0.2886751345948129,True,3,3,30,0.9666666666666667,True,9.0,4,True,Entertainment,0,1,0,0,0,5.853754940711463,25,9,0.18333333333333335,0.7895833333333333,0.05837583485688324,-1.305582419667736,4,0.9,40-50,True,percentage_based,4.0,0.24472573839662448,0.24472573839662448
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,10,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,9.0,4,False,Entertainment,0,1,0,0,0,5.853754940711463,25,10,0.0,0.8092592592592592,0.08041174903405632,,3,1.0,40-50,True,percentage_based,4.0,0.0,0.0
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,1,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,1,0.0,,0.0,1.5604031964511869,11,0.1,20-30,True,percentage_based,1.0,0.11650485436893204,0.11650485436893204
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,2,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,2,0.0,0.8,0.0,0.6429053016807715,11,0.2,20-30,True,percentage_based,3.0,0.09795918367346938,0.09795918367346938
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,3,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,3,0.0,0.8,0.0,0.8549108042488844,10,0.3,20-30,True,percentage_based,1.0,0.11009174311926606,0.11009174311926606
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,4,10.0,9.0,9.0,,28.0,0.5773502691896257,True,3,3,30,0.9333333333333333,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,4,0.1333333333333333,0.8,0.0,1.4818717947229543,9,0.4,20-30,True,percentage_based,1.0,0.14736842105263157,0.14736842105263157
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,5,8.0,8.0,9.0,,25.0,0.5773502691896257,True,3,3,30,0.8333333333333334,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,5,-0.09999999999999998,0.8333333333333334,0.06666666666666665,0.5166712228703789,8,0.5,20-30,True,percentage_based,3.0,0.14204545454545456,0.14204545454545456
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,6,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,6,0.06666666666666665,0.8333333333333334,0.05773502691896256,0.7655318158241122,7,0.6,20-30,True,percentage_based,3.0,0.1588235294117647,0.1588235294117647
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,7,10.0,9.5,10.0,,29.5,0.2886751345948129,True,3,3,30,0.9833333333333333,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,7,0.08333333333333326,0.8444444444444444,0.058373002384727535,0.8970624448960715,6,0.7,20-30,True,percentage_based,1.0,0.19093851132686085,0.19093851132686085
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8,9.5,9.0,9.0,,27.5,0.2886751345948129,True,3,3,30,0.9166666666666666,False,,2,False,Music,0,0,0,0,0,6.163120567375887,14,8,-0.06666666666666665,0.8642857142857142,0.07480132415430953,0.6061881843392657,5,0.8,20-30,True,percentage_based,2.0,0.21912350597609562,0.21912350597609562
