season,celebrity_name,ballroom_partner,celebrity_age_during_season,celebrity_industry,placement,Tmax_season,exit_week,do_well_main,max_placement_season,do_well_alt_place
25,Barbara Corcoran,Keo Motsepe,68,Other,13,10,2,0.1111111111111111,13,0.0
25,Debbie Gibson,Alan Bersten,47,Music,12,10,2,0.1111111111111111,13,0.08333333333333337
25,Derek Fisher,Sharna Burgess,43,Sports,11,10,4,0.3333333333333333,13,0.16666666666666663
25,Drew Scott,Emma Slater,39,Media,4,10,10,1.0,13,0.75
25,Frankie Muniz,Witney Carson,31,Entertainment,3,10,10,1.0,13,0.8333333333333334
25,Jordan Fisher,Lindsay Arnold,23,Entertainment,1,10,10,1.0,13,1.0
25,Lindsey Stirling,Mark Ballas,31,Music,2,10,10,1.0,13,0.9166666666666666
25,Nick Lachey,Peta Murgatroyd,43,Music,9,10,6,0.5555555555555556,13,0.33333333333333337
25,Nikki Bella,Artem Chigvintsev,33,Sports,8,10,7,0.6666666666666666,13,0.41666666666666663
25,Sasha Pieterse,Gleb Savchenko,21,Entertainment,10,10,5,0.4444444444444444,13,0.25
25,Terrell Owens,Cheryl Burke,43,Sports,6,10,8,0.7777777777777778,13,0.5833333333333333
25,Vanessa Lachey,Maksim Chmerkoskiy,36,Media,7,10,7,0.6666666666666666,13,0.5
25,Victoria Arlen,Valentin Chmerkovskiy,22,Sports,5,10,9,0.8888888888888888,13,0.6666666666666667
26,Adam Rippon,Jenna Johnson,28,Sports,1,4,4,1.0,10,1.0
26,Arike Ogunbowale,Gleb Savchenko,21,Sports,7,4,2,0.3333333333333333,10,0.33333333333333337
26,Chris Mazdzer,Witney Carson,29,Sports,5,4,3,0.6666666666666666,10,0.5555555555555556
26,Jamie Anderson,Artem Chigvintsev,27,Sports,10,4,1,0.0,10,0.0
26,Jennie Finch Daigle,Keo Motsepe,37,Sports,6,4,3,0.6666666666666666,10,0.4444444444444444
26,Johnny Damon,Emma Slater,44,Sports,9,4,1,0.0,10,0.11111111111111116
26,Josh Norman,Sharna Burgess,30,Sports,2,4,4,1.0,10,0.8888888888888888
26,Kareem Abdul-Jabbar,Lindsay Arnold,71,Sports,8,4,2,0.3333333333333333,10,0.2222222222222222
26,Mirai Nagasu,Alan Bersten,25,Sports,4,4,3,0.6666666666666666,10,0.6666666666666667
26,Tonya Harding,Sasha Farber,47,Sports,3,4,4,1.0,10,0.7777777777777778
27,Alexis Ren,Alan Bersten,21,Social Media,4,9,9,1.0,13,0.75
27,Bobby Bones,Sharna Burgess,38,Other,1,9,9,1.0,13,1.0
27,Danelle Umstead,Artem Chigvintsev,46,Sports,12,9,2,0.125,13,0.08333333333333337
27,DeMarcus Ware,Lindsay Arnold,36,Sports,7,9,7,0.75,13,0.5
27,Evanna Lynch,Keo Motsepe,27,Entertainment,3,9,9,1.0,13,0.8333333333333334
27,Joe Amabile,Jenna Johnson,32,Media,6,9,8,0.875,13,0.5833333333333333
27,John Schneider,Emma Slater,58,Entertainment,8,9,7,0.75,13,0.41666666666666663
27,Juan Pablo Di Pace,Cheryl Burke,39,Entertainment,5,9,8,0.875,13,0.6666666666666667
27,Mary Lou Retton,Sasha Farber,50,Sports,9,9,6,0.625,13,0.33333333333333337
27,Milo Manheim,Witney Carson,17,Entertainment,2,9,9,1.0,13,0.9166666666666666
27,Nancy McKeon,Valentin Chmerkovskiy,52,Entertainment,11,9,3,0.25,13,0.16666666666666663
27,Nikki Glaser,Gleb Savchenko,34,Entertainment,13,9,1,0.0,13,0.0
27,Tinashe,Brandon Armstrong,25,Music,10,9,4,0.375,13,0.25
28,Ally Brooke,Sasha Farber,26,Music,3,11,11,1.0,12,0.8181818181818181
28,Hannah Brown,Alan Bersten,24,Media,1,11,11,1.0,12,1.0
28,James Van Der Beek,Emma Slater,42,Entertainment,5,11,10,0.9,12,0.6363636363636364
28,Karamo Brown,Jenna Johnson,38,Media,8,11,7,0.6,12,0.36363636363636365
28,Kate Flannery,Pasha Pashkov,55,Entertainment,7,11,8,0.7,12,0.4545454545454546
28,Kel Mitchell,Witney Carson,41,Entertainment,2,11,11,1.0,12,0.9090909090909091
28,Lamar Odom,Peta Murgatroyd,39,Sports,10,11,4,0.3,12,0.18181818181818177
28,Lauren Alaina,Gleb Savchenko,24,Music,4,11,11,1.0,12,0.7272727272727273
28,Mary Wilson,Brandon Armstrong,75,Music,12,11,2,0.1,12,0.0
28,Ray Lewis,Cheryl Burke,44,Sports,11,11,11,1.0,12,0.09090909090909094
28,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Fashion,9,11,6,0.5,12,0.2727272727272727
28,Sean Spicer,Lindsay Arnold,48,Politics,6,11,9,0.8,12,0.5454545454545454
29,AJ McLean,Cheryl Burke,42,Music,7,11,9,0.8,15,0.5714285714285714
29,Anne Heche,Keo Motsepe,51,Entertainment,13,11,4,0.3,15,0.1428571428571429
29,Carole Baskin,Pasha Pashkov,59,Media,14,11,3,0.2,15,0.0714285714285714
29,Charles Oakley,Emma Slater,56,Sports,15,11,2,0.1,15,0.0
29,Chrishell Stause,Gleb Savchenko,39,Entertainment,8,11,8,0.7,15,0.5
29,Jeannie Mai,Brandon Armstrong,41,Media,9,11,11,1.0,15,0.4285714285714286
29,Jesse Metcalfe,Sharna Burgess,41,Entertainment,12,11,5,0.4,15,0.2142857142857143
29,Johnny Weir,Britt Stewart,36,Sports,6,11,10,0.9,15,0.6428571428571428
29,Justina Machado,Sasha Farber,48,Entertainment,4,11,11,1.0,15,0.7857142857142857
29,Kaitlyn Bristowe,Artem Chigvintsev,35,Media,1,11,11,1.0,15,1.0
29,Monica Aldama,Valentin Chmerkovskiy,48,Media,10,11,7,0.6,15,0.3571428571428571
29,Nelly,Daniella Karagach,45,Music,3,11,11,1.0,15,0.8571428571428572
29,Nev Schulman,Jenna Johnson,35,Other,2,11,11,1.0,15,0.9285714285714286
29,Skai Jackson,Alan Bersten,18,Entertainment,5,11,10,0.9,15,0.7142857142857143
29,Veron Davis,Peta Murgatroyd,36,Sports,11,11,6,0.5,15,0.2857142857142857
30,Amanda Kloots,Alan Bersten,39,Media,4,10,10,1.0,15,0.7857142857142857
30,Brian Austin Green,Sharna Burgess,48,Entertainment,13,10,4,0.3333333333333333,15,0.1428571428571429
30,Christine Chiu,Pasha Pashkov,38,Media,14,10,3,0.2222222222222222,15,0.0714285714285714
30,Cody Rigsby,Cheryl Burke,34,Other,3,10,10,1.0,15,0.8571428571428572
30,Iman Shumpert,Daniella Karagach,31,Sports,1,10,10,1.0,15,1.0
30,Jimmie Allen,Emma Slater,36,Music,7,10,8,0.7777777777777778,15,0.5714285714285714
30,JoJo Siwa,Jenna Johnson,18,Social Media,2,10,10,1.0,15,0.9285714285714286
30,Kenya Moore,Brandon Armstrong,50,Media,10,10,6,0.5555555555555556,15,0.3571428571428571
30,Martin Kove,Britt Stewart,75,Entertainment,15,10,2,0.1111111111111111,15,0.0
30,Matt James,Lindsay Arnold,29,Sports,12,10,4,0.3333333333333333,15,0.2142857142857143
30,Melanie C,Gleb Savchenko,47,Music,11,10,5,0.4444444444444444,15,0.2857142857142857
30,Melora Hardin,Artem Chigvintsev,54,Entertainment,6,10,9,0.8888888888888888,15,0.6428571428571428
30,"Mike ""The Miz"" Mizanin",Witney Carson,40,Sports,9,10,7,0.6666666666666666,15,0.4285714285714286
30,Olivia Jade,Valentin Chmerkovskiy,21,Social Media,8,10,8,0.7777777777777778,15,0.5
30,Suni Lee,Sasha Farber,18,Sports,5,10,9,0.8888888888888888,15,0.7142857142857143
31,Charli D'Amelio,Mark Ballas,18,Social Media,1,10,10,1.0,16,1.0
31,Cheryl Ladd,Louis van Amstel,71,Entertainment,14,10,3,0.2222222222222222,16,0.1333333333333333
31,Daniel Durant,Britt Stewart,32,Entertainment,5,10,9,0.8888888888888888,16,0.7333333333333334
31,Gabby Windey,Valentin Chmerkovskiy,31,Media,2,10,10,1.0,16,0.9333333333333333
31,Heidi D'Amelio,Artem Chigvintsev,50,Social Media,8,10,8,0.7777777777777778,16,0.5333333333333333
31,Jason Lewis,Peta Murgatroyd,51,Entertainment,16,10,1,0.0,16,0.0
31,Jessie James Decker,Alan Bersten,34,Music,10,10,6,0.5555555555555556,16,0.4
31,Jordin Sparks,Brandon Armstrong,32,Music,9,10,7,0.6666666666666666,16,0.4666666666666667
31,Joseph Baena,Daniella Karagach,24,Entertainment,11,10,5,0.4444444444444444,16,0.33333333333333337
31,Sam Champion,Cheryl Burke,61,Other,13,10,4,0.3333333333333333,16,0.19999999999999996
31,Selma Blair,Sasha Farber,50,Entertainment,12,10,10,1.0,16,0.2666666666666667
31,Shangela,Gleb Savchenko,40,Media,4,10,10,1.0,16,0.8
31,Teresa Giudice,Pasha Pashkov,50,Media,15,10,2,0.1111111111111111,16,0.06666666666666665
31,Trevor Donovan,Emma Slater,39,Entertainment,6,10,9,0.8888888888888888,16,0.6666666666666667
31,Vinny Guadagnino,Koko Iwasaki,34,Media,7,10,8,0.7777777777777778,16,0.6
31,Wayne Brady,Witney Carson,50,Entertainment,3,10,10,1.0,16,0.8666666666666667
32,Adrian Peterson,Britt Stewart,38,Sports,11,11,4,0.3,14,0.23076923076923073
32,Alyson Hannigan,Sasha Farber,49,Entertainment,5,11,11,1.0,14,0.6923076923076923
32,Ariana Madix,Pasha Pashkov,38,Media,3,11,11,1.0,14,0.8461538461538461
32,Barry Williams,Peta Murgatroyd,68,Entertainment,7,11,8,0.7,14,0.5384615384615384
32,Charity Lawson,Artem Chigvintsev,27,Media,4,11,11,1.0,14,0.7692307692307692
32,Harry Jowsey,Rylee Arnold,26,Media,6,11,9,0.8,14,0.6153846153846154
32,Jamie Lynn Spears,Alan Bersten,32,Entertainment,13,11,2,0.1,14,0.07692307692307687
32,Jason Mraz,Daniella Karagach,46,Music,2,11,11,1.0,14,0.9230769230769231
32,Lele Pons,Brandon Armstrong,27,Social Media,8,11,7,0.6,14,0.46153846153846156
32,Matt Walsh,Koko Iwasaki,58,Entertainment,14,11,1,0.0,14,0.0
32,Mauricio Umansky,Emma Slater,53,Media,9,11,6,0.5,14,0.3846153846153846
32,Mira Sorvino,Gleb Savchenko,55,Entertainment,10,11,5,0.4,14,0.3076923076923077
32,Tyson Beckford,Jenna Johnson,52,Fashion,12,11,3,0.2,14,0.15384615384615385
32,Xochitl Gomez,Valentin Chmerkovskiy,17,Entertainment,1,11,11,1.0,14,1.0
33,Anna Delvey,Ezra Sosa,33,Other,12,9,2,0.125,12,0.0
33,Brooks Nader,Gleb Savchenko,27,Fashion,9,9,4,0.375,12,0.2727272727272727
33,Chandler Kinney,Brandon Armstrong,24,Entertainment,3,9,9,1.0,12,0.8181818181818181
33,Danny Amendola,Witney Carson,39,Sports,5,9,9,1.0,12,0.6363636363636364
33,Dwight Howard ,Daniella Karagach,38,Sports,6,9,7,0.75,12,0.5454545454545454
33,Eric Roberts,Britt Stewart,68,Entertainment,10,9,3,0.25,12,0.18181818181818177
33,Ilona Maher,Alan Bersten,28,Sports,2,9,9,1.0,12,0.9090909090909091
33,Jenn Tran,Sasha Farber,26,Media,7,9,6,0.625,12,0.4545454545454546
33,Joey Graziadei,Jenna Johnson,29,Media,1,9,9,1.0,12,1.0
33,Phaedra Parks,Val Chmerkovskiy,51,Media,8,9,5,0.5,12,0.36363636363636365
33,Reginald VelJohnson,Emma Slater,74,Entertainment,10,9,3,0.25,12,0.18181818181818177
33,Stephen Nedoroscik,Rylee Arnold,26,Sports,4,9,9,1.0,12,0.7272727272727273
33,Tori Spelling,Pasha Pashkov,51,Entertainment,12,9,2,0.125,12,0.0
34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),24,Social Media,2,11,11,1.0,13,0.9166666666666666
34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),59,Entertainment,7,11,9,0.8,13,0.5
34,Baron Davis,Britt Stewart,46,Sports,13,11,2,0.1,13,0.0
34,Corey Feldman,Jenna Johnson,54,Entertainment,13,11,2,0.1,13,0.0
34,Danielle Fishel,Pasha Pashkov,44,Entertainment,8,11,8,0.7,13,0.41666666666666663
34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),33,Media,4,11,11,1.0,13,0.75
34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),55,Entertainment,5,11,11,1.0,13,0.6666666666666667
34,Hilaria Baldwin,Gleb Savchenko,41,Other,11,11,4,0.3,13,0.16666666666666663
34,Jen Affleck,Jan Ravnik,26,Media,9,11,7,0.6,13,0.33333333333333337
34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),24,Sports,3,11,11,1.0,13,0.8333333333333334
34,Lauren Jauregui,Brandon Armstrong,29,Music,12,11,3,0.2,13,0.08333333333333337
34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),22,Other,1,11,11,1.0,13,1.0
34,Scott Hoying,Rylee Arnold,34,Music,10,11,6,0.5,13,0.25
34,Whitney Leavitt,Mark Ballas,32,Media,6,11,10,0.9,13,0.5833333333333333
