term,effect,se,ci_low,ci_high,outcome,factor_type,factor_level,effect_type
C(celebrity_industry)[T.Music],0.00603651579154561,0.009566841390510157,-0.012722665386738417,0.024795696969829636,judge_norm,industry,Music,raw_coef
C(celebrity_industry)[T.Other],0.01102536658525012,0.014680154500448992,-0.017760276111021142,0.039811009281521384,judge_norm,industry,Other,raw_coef
C(celebrity_industry)[T.Politics],-0.21426577718586548,0.040978257484644495,-0.2946181657273282,-0.13391338864440278,judge_norm,industry,Politics,raw_coef
C(celebrity_industry)[T.Social Media],0.1008459838613971,0.020460785973003735,0.06072536562909236,0.14096660209370185,judge_norm,industry,Social Media,raw_coef
C(celebrity_industry)[T.Sports],-0.011888815067519303,0.008955134841888025,-0.029448528887127547,0.00567089875208894,judge_norm,industry,Sports,raw_coef
C(season)[T.2],-0.00788162768018433,0.0413443136713356,-0.08895179903493607,0.07318854367456741,judge_norm,other,C(season)[T.2],raw_coef
C(season)[T.3],-0.479691515240412,0.040886807065156454,-0.5598645828421852,-0.3995184476386387,judge_norm,other,C(season)[T.3],raw_coef
C(season)[T.4],-0.5119974515679361,0.0405274131245853,-0.5914658000497457,-0.4325291030861264,judge_norm,other,C(season)[T.4],raw_coef
C(season)[T.5],-0.5274131975981277,0.04020083105569288,-0.6062411662565602,-0.4485852289396951,judge_norm,other,C(season)[T.5],raw_coef
C(season)[T.6],-0.5201317775479901,0.04081733411553905,-0.600168618824306,-0.44009493627167423,judge_norm,other,C(season)[T.6],raw_coef
C(season)[T.7],-0.5208860193841147,0.040625464342665375,-0.6005466320092957,-0.44122540675893374,judge_norm,other,C(season)[T.7],raw_coef
C(season)[T.8],-0.5436893444971092,0.04021708682928295,-0.6225491883575568,-0.46482950063666145,judge_norm,other,C(season)[T.8],raw_coef
C(season)[T.9],-0.5301440394538464,0.0399316697995271,-0.6084442221310462,-0.45184385677664657,judge_norm,other,C(season)[T.9],raw_coef
C(season)[T.10],-0.5110197164596006,0.04088096238655149,-0.591181323498749,-0.4308581094204524,judge_norm,other,C(season)[T.10],raw_coef
C(season)[T.11],-0.5279432483562476,0.04113361699806173,-0.6086002742530296,-0.44728622245946564,judge_norm,other,C(season)[T.11],raw_coef
C(season)[T.12],-0.5131384999621814,0.041056101138129956,-0.5936435285589879,-0.43263347136537483,judge_norm,other,C(season)[T.12],raw_coef
C(season)[T.13],-0.5331924599381053,0.04125078576686221,-0.6140792367079962,-0.4523056831682143,judge_norm,other,C(season)[T.13],raw_coef
C(season)[T.14],-0.5349277063399972,0.040977453408716044,-0.6152785182057937,-0.4545768944742007,judge_norm,other,C(season)[T.14],raw_coef
C(season)[T.15],-0.541605580929735,0.04070692419133847,-0.621425924441803,-0.46178523741766697,judge_norm,other,C(season)[T.15],raw_coef
C(season)[T.16],-0.5524863251819193,0.040939474205350525,-0.6327626653670577,-0.4722099849967809,judge_norm,other,C(season)[T.16],raw_coef
C(season)[T.17],-0.5557026779787475,0.04091176356063948,-0.6359246816296545,-0.47548067432784047,judge_norm,other,C(season)[T.17],raw_coef
C(season)[T.18],-0.5408502607176521,0.04122763690362999,-0.621691645941711,-0.4600088754935931,judge_norm,other,C(season)[T.18],raw_coef
C(season)[T.19],-0.5674196129991365,0.04136231192336085,-0.6485250763020718,-0.4863141496962012,judge_norm,other,C(season)[T.19],raw_coef
C(season)[T.20],-0.5561500550375652,0.041541786130292836,-0.6376074410940235,-0.47469266898110696,judge_norm,other,C(season)[T.20],raw_coef
C(season)[T.21],-0.5676824669944979,0.04108828203375497,-0.6482505976358421,-0.4871143363531536,judge_norm,other,C(season)[T.21],raw_coef
C(season)[T.22],-0.5442626529295505,0.041417857677456864,-0.6254770333580278,-0.46304827250107305,judge_norm,other,C(season)[T.22],raw_coef
C(season)[T.23],-0.5518566302017296,0.041167960976581285,-0.6325809996332409,-0.4711322607702183,judge_norm,other,C(season)[T.23],raw_coef
C(season)[T.24],-0.5380700142646767,0.04202473166886082,-0.620474386111683,-0.4556656424176703,judge_norm,other,C(season)[T.24],raw_coef
C(season)[T.25],-0.5593116780571716,0.0411874315455058,-0.6400742264356509,-0.4785491296786924,judge_norm,other,C(season)[T.25],raw_coef
C(season)[T.26],-0.48624733323978997,0.04857760031386939,-0.5815009251304305,-0.3909937413491494,judge_norm,other,C(season)[T.26],raw_coef
C(season)[T.27],-0.5635301071026056,0.04207372304222008,-0.646030543890119,-0.48102967031509225,judge_norm,other,C(season)[T.27],raw_coef
C(season)[T.28],-0.05245070333495615,0.04191591874176208,-0.13464170889619873,0.02974030222628643,judge_norm,other,C(season)[T.28],raw_coef
C(season)[T.29],-0.044569781166707206,0.04139495006836957,-0.1257392431135574,0.036599680780142974,judge_norm,other,C(season)[T.29],raw_coef
C(season)[T.30],-0.0890466341403742,0.041598355674443005,-0.17061494482540826,-0.007478323455340136,judge_norm,other,C(season)[T.30],raw_coef
C(season)[T.31],-0.06005316014637248,0.041657265830555235,-0.14173698505879267,0.021630664766047705,judge_norm,other,C(season)[T.31],raw_coef
C(season)[T.32],-0.058156125783582306,0.04202724707746455,-0.14056542998012903,0.024253178412964406,judge_norm,other,C(season)[T.32],raw_coef
C(season)[T.33],-0.0033696146035924117,0.04337118815363036,-0.08841419131189422,0.08167496210470941,judge_norm,other,C(season)[T.33],raw_coef
C(season)[T.34],-0.019253834892211833,0.04679237526950579,-0.11100686074603626,0.0724991909616126,judge_norm,other,C(season)[T.34],raw_coef
C(week)[T.2],0.001677715997983995,0.010106837077687865,-0.01814031799469988,0.02149574999066787,judge_norm,other,C(week)[T.2],raw_coef
C(week)[T.3],0.005017955078101205,0.010433309822618617,-0.015440244369609732,0.025476154525812145,judge_norm,other,C(week)[T.3],raw_coef
C(week)[T.4],0.017844605768159664,0.010750357815640477,-0.003235278570157707,0.038924490106477035,judge_norm,other,C(week)[T.4],raw_coef
C(week)[T.5],0.022520246783039558,0.011181504925697078,0.0005949458205824557,0.04444554774549666,judge_norm,other,C(week)[T.5],raw_coef
C(week)[T.6],0.0321250322399364,0.011537074920511453,0.009502510357636218,0.054747554122236586,judge_norm,other,C(week)[T.6],raw_coef
C(week)[T.7],0.03963891025388812,0.012064470287007387,0.015982242948993322,0.06329557755878291,judge_norm,other,C(week)[T.7],raw_coef
C(week)[T.8],0.059456549770234964,0.012813669353774428,0.03433081232417263,0.08458228721629729,judge_norm,other,C(week)[T.8],raw_coef
C(week)[T.9],0.09316691266288846,0.013929332457738829,0.06585352252698898,0.12048030279878794,judge_norm,other,C(week)[T.9],raw_coef
C(week)[T.10],0.1477113567177541,0.015814648260599543,0.11670113716026217,0.178721576275246,judge_norm,other,C(week)[T.10],raw_coef
C(week)[T.11],0.11886286434987349,0.02549920182341548,0.06886264720593968,0.1688630814938073,judge_norm,other,C(week)[T.11],raw_coef
celebrity_age_during_season,-0.02955710209638622,0.003913127638441415,-0.037230174884661925,-0.021884029308110512,judge_norm,age_1sd,age_1sd,age_1sd_scaled
Intercept,0.49311345485536584,0.03111962578616538,0.4320921539734149,0.5541347557373169,fan_norm,other,Intercept,raw_coef
C(ballroom_partner)[T.Alan Bersten (Rashad Jennings week 9)],0.2840453246729147,0.07267915940866547,0.14153150125492628,0.4265591480909031,fan_norm,pro_dancer,Alan Bersten (Rashad Jennings week 9),raw_coef
C(ballroom_partner)[T.Alec Mazo],-0.017088762676660017,0.010517668460190241,-0.037712462206208844,0.0035349368528888106,fan_norm,pro_dancer,Alec Mazo,raw_coef
C(ballroom_partner)[T.Allison Holker],0.00713361992482393,0.011121879704119686,-0.014674854652002856,0.028942094501650716,fan_norm,pro_dancer,Allison Holker,raw_coef
C(ballroom_partner)[T.Andrea Hale],-0.3216459475145089,0.10501056336880121,-0.5275572019473788,-0.11573469308163911,fan_norm,pro_dancer,Andrea Hale,raw_coef
C(ballroom_partner)[T.Anna Demidova],0.03350426697323957,0.02106917145283881,-0.007809476944871704,0.07481801089135084,fan_norm,pro_dancer,Anna Demidova,raw_coef
C(ballroom_partner)[T.Anna Trebunskaya],0.001319677936417581,0.009509897969377254,-0.017327922434278595,0.019967278307113756,fan_norm,pro_dancer,Anna Trebunskaya,raw_coef
C(ballroom_partner)[T.Artem Chigvintsev],-0.005551685314051187,0.009208021210653384,-0.023607346930408397,0.012503976302306026,fan_norm,pro_dancer,Artem Chigvintsev,raw_coef
C(ballroom_partner)[T.Ashly DelGrosso],-0.009734906340607407,0.014391972139767934,-0.037955581880216784,0.018485769199001974,fan_norm,pro_dancer,Ashly DelGrosso,raw_coef
C(ballroom_partner)[T.Brandon Armstrong],-0.023325687435717685,0.011781782401327379,-0.046428140330787085,-0.00022323454064828926,fan_norm,pro_dancer,Brandon Armstrong,raw_coef
C(ballroom_partner)[T.Brian Fortuna],-0.06327784495971128,0.01507343642692905,-0.09283477812635323,-0.03372091179306934,fan_norm,pro_dancer,Brian Fortuna,raw_coef
C(ballroom_partner)[T.Britt Stewart],-0.05151309082468166,0.033517067441642984,-0.11723544465666066,0.014209263007297336,fan_norm,pro_dancer,Britt Stewart,raw_coef
C(ballroom_partner)[T.Charlotte Jorgensen],0.21423402660368182,0.08412500916339051,0.04927646795147403,0.3791915852558896,fan_norm,pro_dancer,Charlotte Jorgensen,raw_coef
C(ballroom_partner)[T.Chelsie Hightower],0.00271501452539027,0.010779132592576587,-0.018421380163214048,0.02385140921399459,fan_norm,pro_dancer,Chelsie Hightower,raw_coef
C(ballroom_partner)[T.Cheryl Burke],0.025710504922444987,0.00956605218550293,0.006952793866564472,0.0444682159783255,fan_norm,pro_dancer,Cheryl Burke,raw_coef
C(ballroom_partner)[T.Corky Ballas],0.03342650752289918,0.01590533604529769,0.002238333760214456,0.06461468128558391,fan_norm,pro_dancer,Corky Ballas,raw_coef
C(ballroom_partner)[T.Damian Whitewood],0.03132672914102696,0.022510428326886614,-0.012813121040821884,0.0754665793228758,fan_norm,pro_dancer,Damian Whitewood,raw_coef
C(ballroom_partner)[T.Daniella Karagach],0.278926324799658,0.029954996775215195,0.22018870103456473,0.3376639485647513,fan_norm,pro_dancer,Daniella Karagach,raw_coef
C(ballroom_partner)[T.Daniella Karagach (Rumer Willis week 9)],0.26508434220355664,0.07223181196991275,0.12344770551160639,0.4067209788955069,fan_norm,pro_dancer,Daniella Karagach (Rumer Willis week 9),raw_coef
C(ballroom_partner)[T.Derek Hough],0.0516843977393698,0.010623809289960607,0.030852570658616397,0.07251622482012321,fan_norm,pro_dancer,Derek Hough,raw_coef
C(ballroom_partner)[T.Dmitry Chaplin],0.007735764792911798,0.013315809664267335,-0.018374704323695503,0.0338462339095191,fan_norm,pro_dancer,Dmitry Chaplin,raw_coef
C(ballroom_partner)[T.Edyta Sliwinska],-0.00696152825898932,0.010017032726054611,-0.02660355005324456,0.01268049353526592,fan_norm,pro_dancer,Edyta Sliwinska,raw_coef
C(ballroom_partner)[T.Elena Grinenko],-0.04098287834244021,0.015857963198162565,-0.07207816047530488,-0.009887596209575533,fan_norm,pro_dancer,Elena Grinenko,raw_coef
C(ballroom_partner)[T.Emma Slater],-0.006391471582216633,0.009238598551333318,-0.02450709115303709,0.011724147988603828,fan_norm,pro_dancer,Emma Slater,raw_coef
C(ballroom_partner)[T.Emma Slater/Kaitlyn Bristowe (week 9)],0.3829928780682785,0.07401284151573162,0.23786388769117006,0.5281218684453869,fan_norm,pro_dancer,Emma Slater/Kaitlyn Bristowe (week 9),raw_coef
C(ballroom_partner)[T.Ezra Sosa],-0.10463473783448499,0.10820966868167875,-0.3168189972575669,0.10754952158859693,fan_norm,pro_dancer,Ezra Sosa,raw_coef
C(ballroom_partner)[T.Ezra Sosa (Apolo Anton Ohno week 9)],0.2531922531464627,0.07270207790177756,0.11063348971944065,0.39575101657348477,fan_norm,pro_dancer,Ezra Sosa (Apolo Anton Ohno week 9),raw_coef
C(ballroom_partner)[T.Fabian Sanchez],0.01802998973617826,0.021047024696233853,-0.023240327441918958,0.05930030691427548,fan_norm,pro_dancer,Fabian Sanchez,raw_coef
C(ballroom_partner)[T.Gleb Savchenko],-0.04299958433695662,0.009046031792545112,-0.060737607010930686,-0.02526156166298256,fan_norm,pro_dancer,Gleb Savchenko,raw_coef
C(ballroom_partner)[T.Henry Byalikov],0.05457472612162763,0.07230004521432967,-0.08719570656666033,0.1963451588099156,fan_norm,pro_dancer,Henry Byalikov,raw_coef
C(ballroom_partner)[T.Inna Brayer],-0.030378565542825437,0.013369401612652237,-0.05659412109041093,-0.004163009995239941,fan_norm,pro_dancer,Inna Brayer,raw_coef
C(ballroom_partner)[T.Jan Ravnik],0.1463613739012124,0.07743854196015823,-0.005484943316108881,0.2982076911185337,fan_norm,pro_dancer,Jan Ravnik,raw_coef
C(ballroom_partner)[T.Jenna Johnson],-0.01412294252691981,0.011424632222586687,-0.03652507310234657,0.008279188048506945,fan_norm,pro_dancer,Jenna Johnson,raw_coef
C(ballroom_partner)[T.Jesse DeSoto],-0.021100521633091767,0.015816140180512292,-0.052113794587524645,0.009912751321341107,fan_norm,pro_dancer,Jesse DeSoto,raw_coef
C(ballroom_partner)[T.Jonathan Roberts],-0.011705161851688952,0.009776798757255427,-0.03087611791421302,0.007465794210835116,fan_norm,pro_dancer,Jonathan Roberts,raw_coef
C(ballroom_partner)[T.Julianne Hough],0.014778461356776228,0.013414657110204113,-0.011525833989663248,0.041082756703215706,fan_norm,pro_dancer,Julianne Hough,raw_coef
C(ballroom_partner)[T.Karina Smirnoff],0.003789498291120556,0.009514017147949727,-0.014866179221530492,0.022445175803771606,fan_norm,pro_dancer,Karina Smirnoff,raw_coef
C(ballroom_partner)[T.Keo Motsepe],-0.006840669696580696,0.008931179639717787,-0.02435348311441609,0.010672143721254697,fan_norm,pro_dancer,Keo Motsepe,raw_coef
C(ballroom_partner)[T.Koko Iwasaki],0.049704671385239055,0.07000159439666766,-0.08755881575458181,0.18696815852505994,fan_norm,pro_dancer,Koko Iwasaki,raw_coef
C(ballroom_partner)[T.Kym Herjavec],-0.0061773731008184915,0.014034367624170086,-0.033696835428772165,0.021342089227135184,fan_norm,pro_dancer,Kym Herjavec,raw_coef
C(ballroom_partner)[T.Kym Johnson],0.0045232349565369505,0.0095149899240922,-0.014134350036174703,0.023180819949248605,fan_norm,pro_dancer,Kym Johnson,raw_coef
C(ballroom_partner)[T.Lacey Schwimmer],0.005208502413003031,0.01152863920062827,-0.017397571524227235,0.027814576350233298,fan_norm,pro_dancer,Lacey Schwimmer,raw_coef
C(ballroom_partner)[T.Lindsay Arnold],0.02428967589497059,0.011291252529279913,0.0021490845312535506,0.04643026725868763,fan_norm,pro_dancer,Lindsay Arnold,raw_coef
C(ballroom_partner)[T.Louis van Amstel],0.00416677781130071,0.010791468760102842,-0.01699380640308783,0.025327362025689252,fan_norm,pro_dancer,Louis van Amstel,raw_coef
C(ballroom_partner)[T.Maksim Chmerkoskiy],0.002943624409654695,0.009430863634185717,-0.01554900051304391,0.0214362493323533,fan_norm,pro_dancer,Maksim Chmerkoskiy,raw_coef
C(ballroom_partner)[T.Mark Ballas],-0.005904820738848992,0.009224096592019405,-0.023992003964426974,0.01218236248672899,fan_norm,pro_dancer,Mark Ballas,raw_coef
C(ballroom_partner)[T.Nick Kosovich],-0.028528118064563016,0.01861236721064614,-0.06502440717454032,0.007968171045414283,fan_norm,pro_dancer,Nick Kosovich,raw_coef
C(ballroom_partner)[T.Pasha Pashkov],-0.0065753718386532605,0.029686573579792572,-0.06478665468036499,0.05163591100305846,fan_norm,pro_dancer,Pasha Pashkov,raw_coef
C(ballroom_partner)[T.Peta Murgatroyd],-0.0022168057525057657,0.009599291411220599,-0.021039694352857356,0.016606082847845826,fan_norm,pro_dancer,Peta Murgatroyd,raw_coef
C(ballroom_partner)[T.Rylee Arnold],0.22197901828312636,0.044419859594720404,0.13487779039276843,0.3090802461734843,fan_norm,pro_dancer,Rylee Arnold,raw_coef
C(ballroom_partner)[T.Sasha Farber],0.0009411388116525211,0.010835799464999896,-0.02030637181054118,0.02218864943384622,fan_norm,pro_dancer,Sasha Farber,raw_coef
C(ballroom_partner)[T.Sharna Burgess],0.0010193882899066288,0.009096528903803034,-0.016817652265609852,0.01885642884542311,fan_norm,pro_dancer,Sharna Burgess,raw_coef
C(ballroom_partner)[T.Tony Dovolani],0.007130941997291438,0.009146427972589109,-0.010803943760832779,0.025065827755415656,fan_norm,pro_dancer,Tony Dovolani,raw_coef
C(ballroom_partner)[T.Tristan MacManus],0.015213535790604473,0.011450602281944711,-0.007239518495052518,0.03766659007626146,fan_norm,pro_dancer,Tristan MacManus,raw_coef
C(ballroom_partner)[T.Tyne Stecklein],0.0022276562531521947,0.015748360611729902,-0.028652710300389517,0.03310802280669391,fan_norm,pro_dancer,Tyne Stecklein,raw_coef
C(ballroom_partner)[T.Val Chmerkovskiy],0.04501717628902913,0.08927802446885824,-0.13004473578840636,0.22007908836646461,fan_norm,pro_dancer,Val Chmerkovskiy,raw_coef
C(ballroom_partner)[T.Val Chmerkovskiy (Joey Graziadei week 9)],0.2509284410662476,0.07151519294566402,0.11069699559982463,0.39115988653267064,fan_norm,pro_dancer,Val Chmerkovskiy (Joey Graziadei week 9),raw_coef
C(ballroom_partner)[T.Valentin Chmerkovskiy],0.008087405272360454,0.009311631590705891,-0.010171422031756671,0.026346232576477578,fan_norm,pro_dancer,Valentin Chmerkovskiy,raw_coef
C(ballroom_partner)[T.Witney Carson],0.001346181807355384,0.009533961559376955,-0.017348603949687062,0.020040967564397834,fan_norm,pro_dancer,Witney Carson,raw_coef
C(ballroom_partner)[T.Witney Carson (Xoshitl Gomez week 9)],0.24299841182011428,0.07214864482172607,0.1015248544533418,0.38447196918688675,fan_norm,pro_dancer,Witney Carson (Xoshitl Gomez week 9),raw_coef
C(celebrity_industry)[T.Fashion],-0.018133250417444145,0.00482441491294918,-0.02759326372240229,-0.008673237112485998,fan_norm,industry,Fashion,raw_coef
C(celebrity_industry)[T.Media],0.0068406343387978075,0.0033380002160307565,0.0002952755698314201,0.013385993107764196,fan_norm,industry,Media,raw_coef
C(celebrity_industry)[T.Music],-0.0023785184588629347,0.0030500433817638815,-0.00835923352852672,0.0036021966108008507,fan_norm,industry,Music,raw_coef
C(celebrity_industry)[T.Other],0.010060951176840057,0.004536552306211581,0.0011653968039750714,0.018956505549705044,fan_norm,industry,Other,raw_coef
C(celebrity_industry)[T.Politics],0.010969867085084574,0.010917022941016038,-0.010436911588811158,0.032376645758980305,fan_norm,industry,Politics,raw_coef
C(celebrity_industry)[T.Social Media],0.0015745443810533538,0.011355040167682967,-0.020691125757784184,0.02384021451989089,fan_norm,industry,Social Media,raw_coef
C(celebrity_industry)[T.Sports],0.003506253422407566,0.003108553812346305,-0.0025891925445310133,0.009601699389346146,fan_norm,industry,Sports,raw_coef
C(season)[T.2],0.07743009257384414,0.036704016907665685,0.005458569693431448,0.14940161545425684,fan_norm,other,C(season)[T.2],raw_coef
C(season)[T.3],-0.4030930863642562,0.030603302878845686,-0.46310194912448,-0.34308422360403246,fan_norm,other,C(season)[T.3],raw_coef
C(season)[T.4],-0.3945405045923028,0.030199506119675753,-0.4537575775120645,-0.33532343167254103,fan_norm,other,C(season)[T.4],raw_coef
C(season)[T.5],-0.4253864051369682,0.029938576494518664,-0.48409183099274744,-0.3666809792811889,fan_norm,other,C(season)[T.5],raw_coef
C(season)[T.6],-0.42702939150104335,0.030008440532030282,-0.4858718111138529,-0.3681869718882338,fan_norm,other,C(season)[T.6],raw_coef
C(season)[T.7],-0.42278355406961443,0.030026430245382006,-0.4816612490330583,-0.36390585910617057,fan_norm,other,C(season)[T.7],raw_coef
C(season)[T.8],-0.42436390878760816,0.029918648562905922,-0.4830302587136429,-0.3656975588615734,fan_norm,other,C(season)[T.8],raw_coef
C(season)[T.9],-0.4340899598192352,0.02976173245489197,-0.49244861886536867,-0.37573130077310174,fan_norm,other,C(season)[T.9],raw_coef
C(season)[T.10],-0.4195282605066116,0.030022949788280216,-0.4783991307729504,-0.3606573902402729,fan_norm,other,C(season)[T.10],raw_coef
C(season)[T.11],-0.4318607029003744,0.029933030295792168,-0.4905552534241826,-0.37316615237656625,fan_norm,other,C(season)[T.11],raw_coef
C(season)[T.12],-0.4292100192419161,0.03009882977250563,-0.4882296797083734,-0.3701903587754588,fan_norm,other,C(season)[T.12],raw_coef
C(season)[T.13],-0.44188964620673093,0.029899306771623106,-0.5005180695434945,-0.3832612228699674,fan_norm,other,C(season)[T.13],raw_coef
C(season)[T.14],-0.4279972011149439,0.02996238877087738,-0.4867493195656262,-0.36924508266426154,fan_norm,other,C(season)[T.14],raw_coef
C(season)[T.15],-0.4397826416766876,0.02980309187863232,-0.4982224008574341,-0.38134288249594117,fan_norm,other,C(season)[T.15],raw_coef
C(season)[T.16],-0.41625746512652784,0.030187277965323868,-0.4754505603194665,-0.3570643699335892,fan_norm,other,C(season)[T.16],raw_coef
C(season)[T.17],-0.43069951372784615,0.03004508339832425,-0.4896137849556033,-0.371785242500089,fan_norm,other,C(season)[T.17],raw_coef
C(season)[T.18],-0.4296870887529527,0.0304424931704888,-0.48938062581916547,-0.3699935516867399,fan_norm,other,C(season)[T.18],raw_coef
C(season)[T.19],-0.43811995004816356,0.030005048404219112,-0.49695571816544365,-0.3792841819308835,fan_norm,other,C(season)[T.19],raw_coef
C(season)[T.20],-0.42486151972902936,0.03001545990575996,-0.48371770336712977,-0.36600533609092895,fan_norm,other,C(season)[T.20],raw_coef
C(season)[T.21],-0.4221293279007581,0.029989384005613705,-0.48093438028941715,-0.363324275512099,fan_norm,other,C(season)[T.21],raw_coef
C(season)[T.22],-0.4213209005989465,0.030019115039155064,-0.48018425145030963,-0.3624575497475834,fan_norm,other,C(season)[T.22],raw_coef
C(season)[T.23],-0.42746042650781535,0.0301877873627455,-0.486654520558952,-0.3682663324566787,fan_norm,other,C(season)[T.23],raw_coef
C(season)[T.24],-0.4140317043887905,0.03014445674956251,-0.47314083307425703,-0.354922575703324,fan_norm,other,C(season)[T.24],raw_coef
C(season)[T.25],-0.42326167081719346,0.030036767496617427,-0.48215963570683323,-0.3643637059275537,fan_norm,other,C(season)[T.25],raw_coef
C(season)[T.26],-0.4235004288625542,0.030743198337361298,-0.4837836073528178,-0.3632172503722906,fan_norm,other,C(season)[T.26],raw_coef
C(season)[T.27],-0.42293029953645145,0.030105728722638843,-0.48196348789410964,-0.36389711117879325,fan_norm,other,C(season)[T.27],raw_coef
C(season)[T.28],0.07181494265557543,0.03809500186538788,-0.0028841101832845356,0.1465139954944354,fan_norm,other,C(season)[T.28],raw_coef
C(season)[T.29],0.02279445563256485,0.03588313273592613,-0.047567426425777964,0.09315633769090767,fan_norm,other,C(season)[T.29],raw_coef
C(season)[T.30],-0.28345469282375096,0.030793606177488282,-0.3438367141471622,-0.22307267150033971,fan_norm,other,C(season)[T.30],raw_coef
C(season)[T.31],0.03307348784562645,0.03668285949046876,-0.03885654825311575,0.10500352394436865,fan_norm,other,C(season)[T.31],raw_coef
C(season)[T.32],-0.037799505122461226,0.035902853462766664,-0.10820005681052311,0.032601046565600665,fan_norm,other,C(season)[T.32],raw_coef
C(season)[T.33],-0.029484348862871292,0.0374144406428465,-0.10284891486006274,0.04388021713432015,fan_norm,other,C(season)[T.33],raw_coef
C(season)[T.34],-0.1737457724875948,0.03845584836982022,-0.24915239563178132,-0.09833914934340825,fan_norm,other,C(season)[T.34],raw_coef
C(week)[T.2],-0.019709750821423205,0.0032584949031129137,-0.026099210619926067,-0.013320291022920342,fan_norm,other,C(week)[T.2],raw_coef
C(week)[T.3],-0.014904595940313901,0.003729262839482303,-0.022217166835594236,-0.007592025045033566,fan_norm,other,C(week)[T.3],raw_coef
C(week)[T.4],-0.016382909798361794,0.003864866179857227,-0.023961380171048263,-0.008804439425675326,fan_norm,other,C(week)[T.4],raw_coef
C(week)[T.5],-0.011992609596701644,0.004135376461407013,-0.020101513381265743,-0.003883705812137546,fan_norm,other,C(week)[T.5],raw_coef
C(week)[T.6],-0.012821387714396403,0.0042835097217235356,-0.02122076042395694,-0.004422015004835866,fan_norm,other,C(week)[T.6],raw_coef
C(week)[T.7],-0.011433421334154625,0.004604968645144851,-0.020463130726491103,-0.002403711941818147,fan_norm,other,C(week)[T.7],raw_coef
C(week)[T.8],0.00584277645793773,0.005526713129685483,-0.004994346941042669,0.01667989985691813,fan_norm,other,C(week)[T.8],raw_coef
C(week)[T.9],0.021431027687723328,0.007163586970921586,0.007384220089511078,0.03547783528593558,fan_norm,other,C(week)[T.9],raw_coef
C(week)[T.10],0.06715001421293622,0.011655170545190125,0.0442958297328427,0.09000419869302974,fan_norm,other,C(week)[T.10],raw_coef
C(week)[T.11],0.06480782346722791,0.0196917661873796,0.026194981601008784,0.10342066533344704,fan_norm,other,C(week)[T.11],raw_coef
celebrity_age_during_season,-0.008239281502529595,0.0012528507501265906,-0.010695949301460509,-0.00578261370359868,fan_norm,age_1sd,age_1sd,age_1sd_scaled
