season,week,celebrity_name,latent_missing_flag
9,5,Mark Dacascos,0
9,6,Mark Dacascos,0
9,7,Mark Dacascos,0
9,8,Mark Dacascos,1
9,9,Mark Dacascos,1
9,10,Mark Dacascos,1
9,1,Melissa Joan Hart,0
9,2,Melissa Joan Hart,0
9,3,Melissa Joan Hart,0
9,4,Melissa Joan Hart,0
9,5,Melissa Joan Hart,0
9,6,Melissa Joan Hart,0
9,7,Melissa Joan Hart,1
9,8,Melissa Joan Hart,1
9,9,Melissa Joan Hart,1
9,10,Melissa Joan Hart,1
9,1,Michael Irvin,0
9,2,Michael Irvin,0
9,3,Michael Irvin,0
9,4,Michael Irvin,0
9,5,Michael Irvin,0
9,6,Michael Irvin,0
9,7,Michael Irvin,0
9,8,Michael Irvin,1
9,9,Michael Irvin,1
9,10,Michael Irvin,1
9,1,Mya,0
9,2,Mya,0
9,3,Mya,0
9,4,Mya,0
9,5,Mya,0
9,6,Mya,0
9,7,Mya,0
9,8,Mya,0
9,9,Mya,0
9,10,Mya,0
9,1,Natalie Coughlin,0
9,2,Natalie Coughlin,0
9,3,Natalie Coughlin,0
9,4,Natalie Coughlin,0
9,5,Natalie Coughlin,0
9,6,Natalie Coughlin,1
9,7,Natalie Coughlin,1
9,8,Natalie Coughlin,1
9,9,Natalie Coughlin,1
9,10,Natalie Coughlin,1
9,1,Tom DeLay,0
9,2,Tom DeLay,0
9,3,Tom DeLay,0
9,4,Tom DeLay,1
9,5,Tom DeLay,1
9,6,Tom DeLay,1
9,7,Tom DeLay,1
9,8,Tom DeLay,1
9,9,Tom DeLay,1
9,10,Tom DeLay,1
10,1,Aiden Turner,0
10,2,Aiden Turner,0
10,3,Aiden Turner,0
10,4,Aiden Turner,0
10,5,Aiden Turner,1
10,6,Aiden Turner,1
10,7,Aiden Turner,1
10,8,Aiden Turner,1
10,9,Aiden Turner,1
10,10,Aiden Turner,1
10,1,Buzz Aldrin,0
10,2,Buzz Aldrin,0
10,3,Buzz Aldrin,0
10,4,Buzz Aldrin,1
10,5,Buzz Aldrin,1
10,6,Buzz Aldrin,1
10,7,Buzz Aldrin,1
10,8,Buzz Aldrin,1
10,9,Buzz Aldrin,1
10,10,Buzz Aldrin,1
10,1,Chad Ochocinco,0
10,2,Chad Ochocinco,0
10,3,Chad Ochocinco,0
10,4,Chad Ochocinco,0
10,5,Chad Ochocinco,0
10,6,Chad Ochocinco,0
10,7,Chad Ochocinco,0
10,8,Chad Ochocinco,0
10,9,Chad Ochocinco,0
10,10,Chad Ochocinco,1
10,1,Erin Andrews,0
10,2,Erin Andrews,0
10,3,Erin Andrews,0
10,4,Erin Andrews,0
10,5,Erin Andrews,0
10,6,Erin Andrews,0
10,7,Erin Andrews,0
10,8,Erin Andrews,0
10,9,Erin Andrews,0
10,10,Erin Andrews,0
10,1,Evan Lysacek,0
10,2,Evan Lysacek,0
10,3,Evan Lysacek,0
10,4,Evan Lysacek,0
10,5,Evan Lysacek,0
10,6,Evan Lysacek,0
10,7,Evan Lysacek,0
10,8,Evan Lysacek,0
10,9,Evan Lysacek,0
10,10,Evan Lysacek,0
10,1,Jake Pavelka,0
10,2,Jake Pavelka,0
10,3,Jake Pavelka,0
10,4,Jake Pavelka,0
10,5,Jake Pavelka,0
10,6,Jake Pavelka,0
10,7,Jake Pavelka,1
10,8,Jake Pavelka,1
10,9,Jake Pavelka,1
10,10,Jake Pavelka,1
10,1,Kate Gosselin,0
10,2,Kate Gosselin,0
10,3,Kate Gosselin,0
10,4,Kate Gosselin,0
10,5,Kate Gosselin,0
10,6,Kate Gosselin,1
10,7,Kate Gosselin,1
10,8,Kate Gosselin,1
10,9,Kate Gosselin,1
10,10,Kate Gosselin,1
10,1,Nicole Scherzinger,0
10,2,Nicole Scherzinger,0
10,3,Nicole Scherzinger,0
10,4,Nicole Scherzinger,0
10,5,Nicole Scherzinger,0
10,6,Nicole Scherzinger,0
10,7,Nicole Scherzinger,0
10,8,Nicole Scherzinger,0
10,9,Nicole Scherzinger,0
10,10,Nicole Scherzinger,0
10,1,Niecy Nash,0
10,2,Niecy Nash,0
10,3,Niecy Nash,0
10,4,Niecy Nash,0
10,5,Niecy Nash,0
10,6,Niecy Nash,0
10,7,Niecy Nash,0
10,8,Niecy Nash,0
10,9,Niecy Nash,1
10,10,Niecy Nash,1
10,1,Pamela Anderson,0
10,2,Pamela Anderson,0
10,3,Pamela Anderson,0
10,4,Pamela Anderson,0
10,5,Pamela Anderson,0
10,6,Pamela Anderson,0
10,7,Pamela Anderson,0
10,8,Pamela Anderson,1
10,9,Pamela Anderson,1
10,10,Pamela Anderson,1
10,1,Shannen Doherty,0
10,2,Shannen Doherty,0
10,3,Shannen Doherty,1
10,4,Shannen Doherty,1
10,5,Shannen Doherty,1
10,6,Shannen Doherty,1
10,7,Shannen Doherty,1
10,8,Shannen Doherty,1
10,9,Shannen Doherty,1
10,10,Shannen Doherty,1
11,1,Audrina Patridge,0
11,2,Audrina Patridge,0
11,3,Audrina Patridge,0
11,4,Audrina Patridge,0
11,5,Audrina Patridge,0
11,6,Audrina Patridge,0
11,7,Audrina Patridge,1
11,8,Audrina Patridge,1
11,9,Audrina Patridge,1
11,10,Audrina Patridge,1
11,1,Brandy,0
11,2,Brandy,0
11,3,Brandy,0
11,4,Brandy,0
11,5,Brandy,0
11,6,Brandy,0
11,7,Brandy,0
11,8,Brandy,0
11,9,Brandy,0
11,10,Brandy,1
11,1,Bristol Palin,0
11,2,Bristol Palin,0
11,3,Bristol Palin,0
11,4,Bristol Palin,0
11,5,Bristol Palin,0
11,6,Bristol Palin,0
11,7,Bristol Palin,0
11,8,Bristol Palin,0
11,9,Bristol Palin,0
11,10,Bristol Palin,0
11,1,David Hasselhoff,0
11,2,David Hasselhoff,1
11,3,David Hasselhoff,1
11,4,David Hasselhoff,1
11,5,David Hasselhoff,1
11,6,David Hasselhoff,1
11,7,David Hasselhoff,1
11,8,David Hasselhoff,1
11,9,David Hasselhoff,1
11,10,David Hasselhoff,1
11,1,Florence Henderson,0
11,2,Florence Henderson,0
11,3,Florence Henderson,0
11,4,Florence Henderson,0
11,5,Florence Henderson,0
11,6,Florence Henderson,1
11,7,Florence Henderson,1
11,8,Florence Henderson,1
11,9,Florence Henderson,1
11,10,Florence Henderson,1
11,1,Jennifer Grey,0
11,2,Jennifer Grey,0
11,3,Jennifer Grey,0
11,4,Jennifer Grey,0
11,5,Jennifer Grey,0
11,6,Jennifer Grey,0
11,7,Jennifer Grey,0
11,8,Jennifer Grey,0
11,9,Jennifer Grey,0
11,10,Jennifer Grey,0
11,1,Kurt Warner,0
11,2,Kurt Warner,0
11,3,Kurt Warner,0
11,4,Kurt Warner,0
11,5,Kurt Warner,0
11,6,Kurt Warner,0
11,7,Kurt Warner,0
11,8,Kurt Warner,0
11,9,Kurt Warner,1
11,10,Kurt Warner,1
11,1,Kyle Massey,0
11,2,Kyle Massey,0
11,3,Kyle Massey,0
11,4,Kyle Massey,0
11,5,Kyle Massey,0
11,6,Kyle Massey,0
11,7,Kyle Massey,0
11,8,Kyle Massey,0
11,9,Kyle Massey,0
11,10,Kyle Massey,0
11,1,Margaret Cho,0
11,2,Margaret Cho,0
11,3,Margaret Cho,0
11,4,Margaret Cho,1
11,5,Margaret Cho,1
11,6,Margaret Cho,1
11,7,Margaret Cho,1
11,8,Margaret Cho,1
11,9,Margaret Cho,1
11,10,Margaret Cho,1
11,1,Michael Bolton,0
11,2,Michael Bolton,0
11,3,Michael Bolton,1
11,4,Michael Bolton,1
11,5,Michael Bolton,1
11,6,Michael Bolton,1
11,7,Michael Bolton,1
11,8,Michael Bolton,1
11,9,Michael Bolton,1
11,10,Michael Bolton,1
11,1,Rick Fox,0
11,2,Rick Fox,0
11,3,Rick Fox,0
11,4,Rick Fox,0
11,5,Rick Fox,0
11,6,Rick Fox,0
11,7,Rick Fox,0
11,8,Rick Fox,1
11,9,Rick Fox,1
11,10,Rick Fox,1
11,1,The Situation,0
11,2,The Situation,0
11,3,The Situation,0
11,4,The Situation,0
11,5,The Situation,1
11,6,The Situation,1
11,7,The Situation,1
11,8,The Situation,1
11,9,The Situation,1
11,10,The Situation,1
12,1,Chelsea Kane,0
12,2,Chelsea Kane,0
12,3,Chelsea Kane,0
12,4,Chelsea Kane,0
12,5,Chelsea Kane,0
12,6,Chelsea Kane,0
12,7,Chelsea Kane,0
12,8,Chelsea Kane,0
12,9,Chelsea Kane,0
12,10,Chelsea Kane,0
12,1,Chris Jericho,0
12,2,Chris Jericho,0
12,3,Chris Jericho,0
12,4,Chris Jericho,0
12,5,Chris Jericho,0
12,6,Chris Jericho,0
12,7,Chris Jericho,1
12,8,Chris Jericho,1
12,9,Chris Jericho,1
12,10,Chris Jericho,1
12,1,Hines Ward,0
12,2,Hines Ward,0
12,3,Hines Ward,0
12,4,Hines Ward,0
12,5,Hines Ward,0
12,6,Hines Ward,0
12,7,Hines Ward,0
12,8,Hines Ward,0
12,9,Hines Ward,0
12,10,Hines Ward,0
12,1,Kendra Wilkinson,0
12,2,Kendra Wilkinson,0
12,3,Kendra Wilkinson,0
12,4,Kendra Wilkinson,0
12,5,Kendra Wilkinson,0
12,6,Kendra Wilkinson,0
12,7,Kendra Wilkinson,0
12,8,Kendra Wilkinson,1
12,9,Kendra Wilkinson,1
12,10,Kendra Wilkinson,1
12,1,Kirstie Alley,0
12,2,Kirstie Alley,0
12,3,Kirstie Alley,0
12,4,Kirstie Alley,0
12,5,Kirstie Alley,0
12,6,Kirstie Alley,0
12,7,Kirstie Alley,0
12,8,Kirstie Alley,0
12,9,Kirstie Alley,0
12,10,Kirstie Alley,0
12,1,Mike Catherwood,0
12,2,Mike Catherwood,0
12,3,Mike Catherwood,1
12,4,Mike Catherwood,1
12,5,Mike Catherwood,1
12,6,Mike Catherwood,1
12,7,Mike Catherwood,1
12,8,Mike Catherwood,1
12,9,Mike Catherwood,1
12,10,Mike Catherwood,1
12,1,Petra Nemcova,0
12,2,Petra Nemcova,0
12,3,Petra Nemcova,0
12,4,Petra Nemcova,0
12,5,Petra Nemcova,0
12,6,Petra Nemcova,1
12,7,Petra Nemcova,1
12,8,Petra Nemcova,1
12,9,Petra Nemcova,1
12,10,Petra Nemcova,1
12,1,Ralph Macchio,0
12,2,Ralph Macchio,0
12,3,Ralph Macchio,0
12,4,Ralph Macchio,0
12,5,Ralph Macchio,0
12,6,Ralph Macchio,0
12,7,Ralph Macchio,0
12,8,Ralph Macchio,0
12,9,Ralph Macchio,0
12,10,Ralph Macchio,1
12,1,Romeo,0
12,2,Romeo,0
12,3,Romeo,0
12,4,Romeo,0
12,5,Romeo,0
12,6,Romeo,0
12,7,Romeo,0
12,8,Romeo,0
12,9,Romeo,1
12,10,Romeo,1
12,1,Sugar Ray Leonard,0
12,2,Sugar Ray Leonard,0
12,3,Sugar Ray Leonard,0
12,4,Sugar Ray Leonard,0
12,5,Sugar Ray Leonard,1
12,6,Sugar Ray Leonard,1
12,7,Sugar Ray Leonard,1
12,8,Sugar Ray Leonard,1
12,9,Sugar Ray Leonard,1
12,10,Sugar Ray Leonard,1
12,1,Wendy Williams,0
12,2,Wendy Williams,0
12,3,Wendy Williams,0
12,4,Wendy Williams,1
12,5,Wendy Williams,1
12,6,Wendy Williams,1
12,7,Wendy Williams,1
12,8,Wendy Williams,1
12,9,Wendy Williams,1
12,10,Wendy Williams,1
13,1,Carson Kressley,0
13,2,Carson Kressley,0
13,3,Carson Kressley,0
13,4,Carson Kressley,0
13,5,Carson Kressley,0
13,6,Carson Kressley,1
13,7,Carson Kressley,1
13,8,Carson Kressley,1
13,9,Carson Kressley,1
13,10,Carson Kressley,1
13,1,Chaz Bono,0
13,2,Chaz Bono,0
13,3,Chaz Bono,0
13,4,Chaz Bono,0
13,5,Chaz Bono,0
13,6,Chaz Bono,0
13,7,Chaz Bono,1
13,8,Chaz Bono,1
13,9,Chaz Bono,1
13,10,Chaz Bono,1
13,1,Chynna Phillips,0
13,2,Chynna Phillips,0
13,3,Chynna Phillips,0
13,4,Chynna Phillips,0
13,5,Chynna Phillips,1
13,6,Chynna Phillips,1
13,7,Chynna Phillips,1
13,8,Chynna Phillips,1
13,9,Chynna Phillips,1
13,10,Chynna Phillips,1
13,1,David Arquette,0
13,2,David Arquette,0
13,3,David Arquette,0
13,4,David Arquette,0
13,5,David Arquette,0
13,6,David Arquette,0
13,7,David Arquette,0
13,8,David Arquette,1
13,9,David Arquette,1
13,10,David Arquette,1
13,1,Elisabetta Canalis,0
13,2,Elisabetta Canalis,0
13,3,Elisabetta Canalis,1
13,4,Elisabetta Canalis,1
13,5,Elisabetta Canalis,1
13,6,Elisabetta Canalis,1
13,7,Elisabetta Canalis,1
13,8,Elisabetta Canalis,1
13,9,Elisabetta Canalis,1
13,10,Elisabetta Canalis,1
13,1,Hope Solo,0
13,2,Hope Solo,0
13,3,Hope Solo,0
13,4,Hope Solo,0
13,5,Hope Solo,0
13,6,Hope Solo,0
13,7,Hope Solo,0
13,8,Hope Solo,0
13,9,Hope Solo,0
13,10,Hope Solo,1
13,1,J.R. Martinez,0
13,2,J.R. Martinez,0
13,3,J.R. Martinez,0
13,4,J.R. Martinez,0
13,5,J.R. Martinez,0
13,6,J.R. Martinez,0
13,7,J.R. Martinez,0
13,8,J.R. Martinez,0
13,9,J.R. Martinez,0
13,10,J.R. Martinez,0
13,1,Kristin Cavallari,0
13,2,Kristin Cavallari,0
13,3,Kristin Cavallari,0
13,4,Kristin Cavallari,1
13,5,Kristin Cavallari,1
13,6,Kristin Cavallari,1
13,7,Kristin Cavallari,1
13,8,Kristin Cavallari,1
13,9,Kristin Cavallari,1
13,10,Kristin Cavallari,1
13,1,Metta World Peace (Ron),0
13,2,Metta World Peace (Ron),1
13,3,Metta World Peace (Ron),1
13,4,Metta World Peace (Ron),1
13,5,Metta World Peace (Ron),1
13,6,Metta World Peace (Ron),1
13,7,Metta World Peace (Ron),1
13,8,Metta World Peace (Ron),1
13,9,Metta World Peace (Ron),1
13,10,Metta World Peace (Ron),1
13,1,Nancy Grace,0
13,2,Nancy Grace,0
13,3,Nancy Grace,0
13,4,Nancy Grace,0
13,5,Nancy Grace,0
13,6,Nancy Grace,0
13,7,Nancy Grace,0
13,8,Nancy Grace,0
13,9,Nancy Grace,1
13,10,Nancy Grace,1
13,1,Ricki Lake,0
13,2,Ricki Lake,0
13,3,Ricki Lake,0
13,4,Ricki Lake,0
13,5,Ricki Lake,0
13,6,Ricki Lake,0
13,7,Ricki Lake,0
13,8,Ricki Lake,0
13,9,Ricki Lake,0
13,10,Ricki Lake,0
13,1,Rob Kardashian,0
13,2,Rob Kardashian,0
13,3,Rob Kardashian,0
13,4,Rob Kardashian,0
13,5,Rob Kardashian,0
13,6,Rob Kardashian,0
13,7,Rob Kardashian,0
13,8,Rob Kardashian,0
13,9,Rob Kardashian,0
13,10,Rob Kardashian,0
14,1,Donald Driver,0
14,2,Donald Driver,0
14,3,Donald Driver,0
14,4,Donald Driver,0
14,5,Donald Driver,0
14,6,Donald Driver,0
14,7,Donald Driver,0
14,8,Donald Driver,0
14,9,Donald Driver,0
14,10,Donald Driver,0
14,1,Gavin DeGraw,0
14,2,Gavin DeGraw,0
14,3,Gavin DeGraw,0
14,4,Gavin DeGraw,0
14,5,Gavin DeGraw,0
14,6,Gavin DeGraw,1
14,7,Gavin DeGraw,1
14,8,Gavin DeGraw,1
14,9,Gavin DeGraw,1
14,10,Gavin DeGraw,1
14,1,Gladys Knight,0
14,2,Gladys Knight,0
14,3,Gladys Knight,0
14,4,Gladys Knight,0
14,5,Gladys Knight,0
14,6,Gladys Knight,0
14,7,Gladys Knight,1
14,8,Gladys Knight,1
14,9,Gladys Knight,1
14,10,Gladys Knight,1
14,1,Jack Wagner,0
14,2,Jack Wagner,0
14,3,Jack Wagner,0
14,4,Jack Wagner,1
14,5,Jack Wagner,1
14,6,Jack Wagner,1
14,7,Jack Wagner,1
14,8,Jack Wagner,1
14,9,Jack Wagner,1
14,10,Jack Wagner,1
14,1,Jaleel White,0
14,2,Jaleel White,0
14,3,Jaleel White,0
14,4,Jaleel White,0
14,5,Jaleel White,0
14,6,Jaleel White,0
14,7,Jaleel White,0
14,8,Jaleel White,1
14,9,Jaleel White,1
14,10,Jaleel White,1
14,1,Katherine Jenkins,0
14,2,Katherine Jenkins,0
14,3,Katherine Jenkins,0
14,4,Katherine Jenkins,0
14,5,Katherine Jenkins,0
14,6,Katherine Jenkins,0
14,7,Katherine Jenkins,0
14,8,Katherine Jenkins,0
14,9,Katherine Jenkins,0
14,10,Katherine Jenkins,0
14,1,Maria Menounos,0
14,2,Maria Menounos,0
14,3,Maria Menounos,0
14,4,Maria Menounos,0
14,5,Maria Menounos,0
14,6,Maria Menounos,0
14,7,Maria Menounos,0
14,8,Maria Menounos,0
14,9,Maria Menounos,0
14,10,Maria Menounos,1
14,1,Martina Navratilova,0
14,2,Martina Navratilova,0
14,3,Martina Navratilova,1
14,4,Martina Navratilova,1
14,5,Martina Navratilova,1
14,6,Martina Navratilova,1
14,7,Martina Navratilova,1
14,8,Martina Navratilova,1
14,9,Martina Navratilova,1
14,10,Martina Navratilova,1
14,1,Melissa Gilbert,0
14,2,Melissa Gilbert,0
14,3,Melissa Gilbert,0
14,4,Melissa Gilbert,0
14,5,Melissa Gilbert,0
14,6,Melissa Gilbert,0
14,7,Melissa Gilbert,0
14,8,Melissa Gilbert,0
14,9,Melissa Gilbert,1
14,10,Melissa Gilbert,1
14,1,Roshon Fegan,0
14,2,Roshon Fegan,0
14,3,Roshon Fegan,0
14,4,Roshon Fegan,0
14,5,Roshon Fegan,0
14,6,Roshon Fegan,0
14,7,Roshon Fegan,0
14,8,Roshon Fegan,0
14,9,Roshon Fegan,1
14,10,Roshon Fegan,1
14,1,Sherri Sheperd,0
14,2,Sherri Sheperd,0
14,3,Sherri Sheperd,0
14,4,Sherri Sheperd,0
14,5,Sherri Sheperd,1
14,6,Sherri Sheperd,1
14,7,Sherri Sheperd,1
14,8,Sherri Sheperd,1
14,9,Sherri Sheperd,1
14,10,Sherri Sheperd,1
14,1,William Levy,0
14,2,William Levy,0
14,3,William Levy,0
14,4,William Levy,0
14,5,William Levy,0
14,6,William Levy,0
14,7,William Levy,0
14,8,William Levy,0
14,9,William Levy,0
14,10,William Levy,0
15,1,Apolo Anton Ohno,0
15,2,Apolo Anton Ohno,0
15,3,Apolo Anton Ohno,0
15,4,Apolo Anton Ohno,0
15,5,Apolo Anton Ohno,0
15,6,Apolo Anton Ohno,0
15,7,Apolo Anton Ohno,0
15,8,Apolo Anton Ohno,0
15,9,Apolo Anton Ohno,0
15,10,Apolo Anton Ohno,1
15,1,Bristol Palin,0
15,2,Bristol Palin,0
15,3,Bristol Palin,0
15,4,Bristol Palin,0
15,5,Bristol Palin,1
15,6,Bristol Palin,1
15,7,Bristol Palin,1
15,8,Bristol Palin,1
15,9,Bristol Palin,1
15,10,Bristol Palin,1
15,1,Drew Lachey,0
15,2,Drew Lachey,0
15,3,Drew Lachey,0
15,4,Drew Lachey,1
15,5,Drew Lachey,1
15,6,Drew Lachey,1
15,7,Drew Lachey,1
15,8,Drew Lachey,1
15,9,Drew Lachey,1
15,10,Drew Lachey,1
15,1,Emmitt Smith,0
15,2,Emmitt Smith,0
15,3,Emmitt Smith,0
15,4,Emmitt Smith,0
15,5,Emmitt Smith,0
15,6,Emmitt Smith,0
15,7,Emmitt Smith,0
15,8,Emmitt Smith,0
15,9,Emmitt Smith,0
15,10,Emmitt Smith,1
15,1,Gilles Marini,0
15,2,Gilles Marini,0
15,3,Gilles Marini,0
15,4,Gilles Marini,0
15,5,Gilles Marini,0
15,6,Gilles Marini,0
15,7,Gilles Marini,0
15,8,Gilles Marini,0
15,9,Gilles Marini,1
15,10,Gilles Marini,1
15,1,Helio Castroneves,0
15,2,Helio Castroneves,0
15,3,Helio Castroneves,0
15,4,Helio Castroneves,1
15,5,Helio Castroneves,1
15,6,Helio Castroneves,1
15,7,Helio Castroneves,1
15,8,Helio Castroneves,1
15,9,Helio Castroneves,1
15,10,Helio Castroneves,1
15,1,Joey Fatone,0
15,2,Joey Fatone,0
15,3,Joey Fatone,1
15,4,Joey Fatone,1
15,5,Joey Fatone,1
15,6,Joey Fatone,1
15,7,Joey Fatone,1
15,8,Joey Fatone,1
15,9,Joey Fatone,1
15,10,Joey Fatone,1
15,1,Kelly Monaco,0
15,2,Kelly Monaco,0
15,3,Kelly Monaco,0
15,4,Kelly Monaco,0
15,5,Kelly Monaco,0
15,6,Kelly Monaco,0
15,7,Kelly Monaco,0
15,8,Kelly Monaco,0
15,9,Kelly Monaco,0
15,10,Kelly Monaco,0
15,1,Kirstie Alley,0
15,2,Kirstie Alley,0
15,3,Kirstie Alley,0
15,4,Kirstie Alley,0
15,5,Kirstie Alley,0
15,6,Kirstie Alley,0
15,7,Kirstie Alley,0
15,8,Kirstie Alley,0
15,9,Kirstie Alley,1
15,10,Kirstie Alley,1
15,1,Melissa Rycroft,0
15,2,Melissa Rycroft,0
15,3,Melissa Rycroft,0
15,4,Melissa Rycroft,0
15,5,Melissa Rycroft,0
15,6,Melissa Rycroft,0
15,7,Melissa Rycroft,0
15,8,Melissa Rycroft,0
15,9,Melissa Rycroft,0
15,10,Melissa Rycroft,0
15,1,Pamela Anderson,0
15,2,Pamela Anderson,1
15,3,Pamela Anderson,1
15,4,Pamela Anderson,1
15,5,Pamela Anderson,1
15,6,Pamela Anderson,1
15,7,Pamela Anderson,1
15,8,Pamela Anderson,1
15,9,Pamela Anderson,1
15,10,Pamela Anderson,1
15,1,Sabrina Bryan,0
15,2,Sabrina Bryan,0
15,3,Sabrina Bryan,0
15,4,Sabrina Bryan,0
15,5,Sabrina Bryan,0
15,6,Sabrina Bryan,0
15,7,Sabrina Bryan,1
15,8,Sabrina Bryan,1
15,9,Sabrina Bryan,1
15,10,Sabrina Bryan,1
15,1,Shawn Johnson,0
15,2,Shawn Johnson,0
15,3,Shawn Johnson,0
15,4,Shawn Johnson,0
15,5,Shawn Johnson,0
15,6,Shawn Johnson,0
15,7,Shawn Johnson,0
15,8,Shawn Johnson,0
15,9,Shawn Johnson,0
15,10,Shawn Johnson,0
16,1,Alexandra Raisman,0
16,2,Alexandra Raisman,0
16,3,Alexandra Raisman,0
16,4,Alexandra Raisman,0
16,5,Alexandra Raisman,0
16,6,Alexandra Raisman,0
16,7,Alexandra Raisman,0
16,8,Alexandra Raisman,0
16,9,Alexandra Raisman,0
16,10,Alexandra Raisman,0
16,1,Andy Dick,0
16,2,Andy Dick,0
16,3,Andy Dick,0
16,4,Andy Dick,0
16,5,Andy Dick,0
16,6,Andy Dick,0
16,7,Andy Dick,0
16,8,Andy Dick,1
16,9,Andy Dick,1
16,10,Andy Dick,1
16,1,D. L. Hughley,0
16,2,D. L. Hughley,0
16,3,D. L. Hughley,0
16,4,D. L. Hughley,0
16,5,D. L. Hughley,0
16,6,D. L. Hughley,1
16,7,D. L. Hughley,1
16,8,D. L. Hughley,1
16,9,D. L. Hughley,1
16,10,D. L. Hughley,1
16,1,Dorothy Hamill,0
16,2,Dorothy Hamill,0
16,3,Dorothy Hamill,1
16,4,Dorothy Hamill,1
16,5,Dorothy Hamill,1
16,6,Dorothy Hamill,1
16,7,Dorothy Hamill,1
16,8,Dorothy Hamill,1
16,9,Dorothy Hamill,1
16,10,Dorothy Hamill,1
16,1,Ingo Rademacher,0
16,2,Ingo Rademacher,0
16,3,Ingo Rademacher,0
16,4,Ingo Rademacher,0
16,5,Ingo Rademacher,0
16,6,Ingo Rademacher,0
16,7,Ingo Rademacher,0
16,8,Ingo Rademacher,0
16,9,Ingo Rademacher,0
16,10,Ingo Rademacher,1
16,1,Jacoby Jones,0
16,2,Jacoby Jones,0
16,3,Jacoby Jones,0
16,4,Jacoby Jones,0
16,5,Jacoby Jones,0
16,6,Jacoby Jones,0
16,7,Jacoby Jones,0
16,8,Jacoby Jones,0
16,9,Jacoby Jones,0
16,10,Jacoby Jones,0
16,1,Kellie Pickler,0
16,2,Kellie Pickler,0
16,3,Kellie Pickler,0
16,4,Kellie Pickler,0
16,5,Kellie Pickler,0
16,6,Kellie Pickler,0
16,7,Kellie Pickler,0
16,8,Kellie Pickler,0
16,9,Kellie Pickler,0
16,10,Kellie Pickler,0
16,1,Lisa Vanderpump,0
16,2,Lisa Vanderpump,0
16,3,Lisa Vanderpump,0
16,4,Lisa Vanderpump,0
16,5,Lisa Vanderpump,1
16,6,Lisa Vanderpump,1
16,7,Lisa Vanderpump,1
16,8,Lisa Vanderpump,1
16,9,Lisa Vanderpump,1
16,10,Lisa Vanderpump,1
16,1,Sean Lowe,0
16,2,Sean Lowe,0
16,3,Sean Lowe,0
16,4,Sean Lowe,0
16,5,Sean Lowe,0
16,6,Sean Lowe,0
16,7,Sean Lowe,0
16,8,Sean Lowe,0
16,9,Sean Lowe,1
16,10,Sean Lowe,1
16,1,Victor Ortiz,0
16,2,Victor Ortiz,0
16,3,Victor Ortiz,0
16,4,Victor Ortiz,0
16,5,Victor Ortiz,0
16,6,Victor Ortiz,0
16,7,Victor Ortiz,1
16,8,Victor Ortiz,1
16,9,Victor Ortiz,1
16,10,Victor Ortiz,1
16,1,Wynonna Judd,0
16,2,Wynonna Judd,0
16,3,Wynonna Judd,0
16,4,Wynonna Judd,1
16,5,Wynonna Judd,1
16,6,Wynonna Judd,1
16,7,Wynonna Judd,1
16,8,Wynonna Judd,1
16,9,Wynonna Judd,1
16,10,Wynonna Judd,1
16,1,Zendaya,0
16,2,Zendaya,0
16,3,Zendaya,0
16,4,Zendaya,0
16,5,Zendaya,0
16,6,Zendaya,0
16,7,Zendaya,0
16,8,Zendaya,0
16,9,Zendaya,0
16,10,Zendaya,0
17,1,Amber Riley,0
17,2,Amber Riley,0
17,3,Amber Riley,0
17,4,Amber Riley,0
17,5,Amber Riley,0
17,6,Amber Riley,0
17,7,Amber Riley,0
17,8,Amber Riley,0
17,9,Amber Riley,0
17,10,Amber Riley,0
17,11,Amber Riley,0
17,1,Bill Engvall,0
17,2,Bill Engvall,0
17,3,Bill Engvall,0
17,4,Bill Engvall,0
17,5,Bill Engvall,0
17,6,Bill Engvall,0
17,7,Bill Engvall,0
17,8,Bill Engvall,0
17,9,Bill Engvall,0
17,10,Bill Engvall,0
17,11,Bill Engvall,0
17,1,Bill Nye,0
17,2,Bill Nye,0
17,3,Bill Nye,0
17,4,Bill Nye,1
17,5,Bill Nye,1
17,6,Bill Nye,1
17,7,Bill Nye,1
17,8,Bill Nye,1
17,9,Bill Nye,1
17,10,Bill Nye,1
17,11,Bill Nye,1
17,1,Brant Daugherty,0
17,2,Brant Daugherty,0
17,3,Brant Daugherty,0
17,4,Brant Daugherty,0
17,5,Brant Daugherty,0
17,6,Brant Daugherty,0
17,7,Brant Daugherty,0
17,8,Brant Daugherty,0
17,9,Brant Daugherty,1
17,10,Brant Daugherty,1
17,11,Brant Daugherty,1
17,1,Christina Milian,0
17,2,Christina Milian,0
17,3,Christina Milian,0
17,4,Christina Milian,0
17,5,Christina Milian,0
17,6,Christina Milian,1
17,7,Christina Milian,1
17,8,Christina Milian,1
17,9,Christina Milian,1
17,10,Christina Milian,1
17,11,Christina Milian,1
17,1,Corbin Bleu,0
17,2,Corbin Bleu,0
17,3,Corbin Bleu,0
17,4,Corbin Bleu,0
17,5,Corbin Bleu,0
17,6,Corbin Bleu,0
17,7,Corbin Bleu,0
17,8,Corbin Bleu,0
17,9,Corbin Bleu,0
17,10,Corbin Bleu,0
17,11,Corbin Bleu,0
17,1,Elizabeth Berkley Lauren,0
17,2,Elizabeth Berkley Lauren,0
17,3,Elizabeth Berkley Lauren,0
17,4,Elizabeth Berkley Lauren,0
