season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,raw_total_score,is_active,row_valid_judge_count,week_valid_judge_count,max_possible_score,normalized_score
8,1,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,6.0,7.0,6.0,,19.0,True,3,3.0,30.0,0.6333333333333333
8,2,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,6.0,5.0,6.0,,17.0,True,3,3.0,30.0,0.5666666666666667
8,3,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
8,4,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,8.0,7.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
8,5,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,7.0,8.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
8,6,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,7,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,9,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,10,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,11,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
13,1,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
13,2,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
13,3,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
13,4,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,8.0,7.0,8.0,,23.0,True,3,3.0,30.0,0.7666666666666667
13,5,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,8.0,9.0,8.0,,25.0,True,3,3.0,30.0,0.8333333333333334
13,6,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,8.0,7.0,8.0,,23.0,True,3,3.0,30.0,0.7666666666666667
13,7,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,8.0,7.5,8.0,,23.5,True,3,3.0,30.0,0.7833333333333333
13,8,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
13,9,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
13,10,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,1,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,5.0,5.0,5.0,,15.0,True,3,3.0,30.0,0.5
11,2,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,3,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,4,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,5,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,6,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,7,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
11,8,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,9,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,10,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
24,1,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
24,2,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,7.0,6.0,7.0,7.0,27.0,True,4,4.0,40.0,0.675
24,3,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,8.0,7.0,8.0,8.0,31.0,True,4,4.0,40.0,0.775
24,4,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,7.0,8.0,8.0,8.0,31.0,True,4,4.0,40.0,0.775
24,5,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,7.0,7.0,8.0,7.0,29.0,True,4,4.0,40.0,0.725
24,6,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,7.5,8.5,7.5,7.5,31.0,True,4,4.0,40.0,0.775
24,7,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,8.0,8.0,8.0,8.0,32.0,True,4,4.0,40.0,0.8
24,8,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,8.0,8.0,8.5,8.0,32.5,True,4,4.0,40.0,0.8125
24,9,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,9.0,8.5,9.0,8.5,35.0,True,4,4.0,40.0,0.875
24,10,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,9.0,9.0,9.3333,9.0,36.3333,True,4,4.0,40.0,0.9083325
27,1,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,7.0,8.0,,23.0,True,3,3.0,30.0,0.7666666666666667
27,2,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,7.5,8.0,,23.5,True,3,3.0,30.0,0.7833333333333333
27,3,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
27,4,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,7.0,7.0,8.0,,22.0,True,3,3.0,30.0,0.7333333333333333
27,5,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
27,6,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,9.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
27,7,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,9.0,8.5,9.0,,26.5,True,3,3.0,30.0,0.8833333333333333
27,8,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
27,9,DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,1,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,6.0,5.0,6.0,,17.0,True,3,3.0,30.0,0.5666666666666667
25,2,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,7.0,6.5,7.0,,20.5,True,3,3.0,30.0,0.6833333333333333
25,3,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,4,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,5,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,6,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
25,7,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,8,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,9,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,10,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
9,1,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,8.0,7.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
9,2,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
9,3,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,6.0,5.0,6.0,,17.0,True,3,3.0,30.0,0.5666666666666667
9,4,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,5,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,6,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,7,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,8,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,10,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,1,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
8,2,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
8,3,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,5.0,6.0,5.0,,16.0,True,3,3.0,30.0,0.5333333333333333
8,4,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,5,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,6,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,7,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,9,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,10,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
8,11,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,1,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
25,2,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,6.5,6.0,6.5,,19.0,True,3,3.0,30.0,0.6333333333333333
25,3,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
25,4,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,7.0,8.0,8.0,,23.0,True,3,3.0,30.0,0.7666666666666667
25,5,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,6,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
25,7,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,8,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,9,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
25,10,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,1,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
18,2,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
18,3,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,4,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,5,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,6,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,7,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,8,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,9,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,10,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
14,1,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
14,2,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
14,3,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
14,4,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
14,5,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,10.0,8.0,9.0,,27.0,True,3,3.0,30.0,0.9
14,6,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,11.3333,11.3333,11.3333,,33.9999,True,3,3.0,30.0,1.13333
14,7,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,9.0,8.5,9.0,,26.5,True,3,3.0,30.0,0.8833333333333333
14,8,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,9.5,9.0,9.0,,27.5,True,3,3.0,30.0,0.9166666666666666
14,9,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,9.5,9.0,10.0,,28.5,True,3,3.0,30.0,0.95
14,10,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,10.0,9.6666,10.0,,29.666600000000003,True,3,3.0,30.0,0.9888866666666668
9,1,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10.3333,9.3333,10.3333,,29.999899999999997,True,3,3.0,30.0,0.9999966666666665
9,2,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,8.0,9.0,8.0,,25.0,True,3,3.0,30.0,0.8333333333333334
9,3,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
9,4,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
9,5,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10.0,9.0,10.0,,29.0,True,3,3.0,30.0,0.9666666666666667
9,6,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10.3333,10.3333,10.3333,,30.999899999999997,True,3,3.0,30.0,1.0333299999999999
9,7,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,8.5,8.5,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
9,8,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,8.5,8.0,8.5,,25.0,True,3,3.0,30.0,0.8333333333333334
9,9,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,8.0,8.3333,8.3333,,24.666600000000003,True,3,3.0,30.0,0.8222200000000001
9,10,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,9.6666,9.6666,9.6666,,28.9998,True,3,3.0,30.0,0.96666
16,1,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
16,2,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,5.0,5.0,5.0,,15.0,True,3,3.0,30.0,0.5
16,3,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,4,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,5,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,6,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,7,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,8,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,9,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,10,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,1,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,5.0,5.0,5.0,,15.0,True,3,3.0,30.0,0.5
22,2,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,7.0,6.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
22,3,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,7.0,6.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
22,4,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,6.0,6.0,6.0,6.0,24.0,True,4,4.0,40.0,0.6
22,5,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
22,6,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
22,7,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,8,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,9,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,10,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
18,1,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
18,2,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
18,3,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,7.0,7.0,8.0,8.0,30.0,True,4,4.0,40.0,0.75
18,4,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,8.0,8.0,9.0,8.0,33.0,True,4,4.0,40.0,0.825
18,5,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
18,6,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,8.0,9.0,7.0,8.0,32.0,True,4,4.0,40.0,0.8
18,7,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,8,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,9,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
18,10,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
2,1,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
2,2,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
2,3,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
2,4,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,9.0,9.0,10.0,,28.0,True,3,3.0,30.0,0.9333333333333333
2,5,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
2,6,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,10.0,10.0,10.0,,30.0,True,3,3.0,30.0,1.0
2,7,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,9.5,9.0,9.0,,27.5,True,3,3.0,30.0,0.9166666666666666
2,8,Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,9.6666,9.6666,9.6666,,28.9998,True,3,3.0,30.0,0.96666
15,1,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,7.0,7.0,7.5,,21.5,True,3,3.0,30.0,0.7166666666666667
15,2,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,7.5,7.5,7.5,,22.5,True,3,3.0,30.0,0.75
15,3,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
15,4,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
15,5,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,6,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,7,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,8,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,9,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
